State,Gender,Year,Top Name,Occurences
MS,M,1983,Christopher,805
MS,M,1984,Christopher,745
MS,M,1985,Christopher,679
MS,M,1986,Christopher,676
MS,M,1987,Christopher,634
MS,M,1988,Christopher,572
MS,M,1989,Christopher,590
MS,M,1990,Christopher,590
MS,M,1991,Christopher,502
MS,M,1992,Christopher,517
MS,M,1993,James,439
MS,M,1994,James,406
MS,M,1995,James,395
MS,M,1996,William,378
MS,M,1997,William,378
MS,M,1998,James,383
MS,M,1999,William,336
MS,M,2000,William,391
MS,M,2001,William,339
MS,M,2002,William,336
MS,M,2003,William,334
MS,M,2004,William,354
MS,M,2005,William,336
MS,M,2006,William,311
MS,M,2007,William,302
MS,M,2008,William,288
MS,M,2009,William,252
MS,M,2010,William,217
MS,M,2011,William,289
MS,M,2012,William,225
MT,F,1910,Mary,81
MT,F,1911,Mary,72
MT,F,1912,Mary,108
MT,F,1913,Mary,140
MT,F,1914,Mary,187
MT,F,1915,Helen,255
MT,F,1916,Mary,257
MT,F,1917,Mary,289
MT,F,1918,Mary,342
MT,F,1919,Mary,287
MT,F,1920,Mary,311
MT,F,1921,Mary,326
MT,F,1922,Mary,281
MT,F,1923,Mary,256
MT,F,1924,Mary,261
MT,F,1925,Mary,213
MT,F,1926,Mary,217
MT,F,1927,Mary,200
MT,F,1928,Betty,203
MT,F,1929,Betty,220
MT,F,1930,Mary,207
MT,F,1931,Mary,184
MT,F,1932,Mary,192
MT,F,1933,Mary,170
MT,F,1934,Mary,232
MT,F,1935,Shirley,237
MT,F,1936,Shirley,213
MT,F,1937,Mary,177
MT,F,1938,Mary,177
MT,F,1939,Sharon,165
MT,F,1940,Sharon,220
MT,F,1941,Sharon,206
MT,F,1942,Mary,209
MT,F,1943,Mary,204
MT,F,1944,Mary,192
MT,F,1945,Linda,169
MT,F,1946,Mary,239
MT,F,1947,Linda,441
MT,F,1948,Linda,472
MT,F,1949,Linda,415
MT,F,1950,Linda,344
MT,F,1951,Linda,302
MT,F,1952,Linda,255
MT,F,1953,Mary,237
MT,F,1954,Mary,254
MT,F,1955,Mary,252
MT,F,1956,Mary,235
MT,F,1957,Mary,239
MT,F,1958,Mary,186
MT,F,1959,Mary,211
MT,F,1960,Mary,191
MT,F,1961,Mary,170
MT,F,1962,Lisa,149
MT,F,1963,Lisa,162
MT,F,1964,Lisa,173
MT,F,1965,Lisa,185
MT,F,1966,Lisa,173
MT,F,1967,Lisa,154
MT,F,1968,Lisa,160
MT,F,1969,Lisa,141
MT,F,1970,Michelle,129
MT,F,1971,Jennifer,196
MT,F,1972,Jennifer,206
MT,F,1973,Jennifer,220
MT,F,1974,Jennifer,236
MT,F,1975,Jennifer,195
MT,F,1976,Jennifer,241
MT,F,1977,Jennifer,261
MT,F,1978,Jennifer,215
MT,F,1979,Jennifer,223
MT,F,1980,Jennifer,208
MT,F,1981,Jennifer,197
MT,F,1982,Jessica,183
MT,F,1983,Jennifer,168
MT,F,1984,Jessica,168
MT,F,1985,Jessica,165
MT,F,1986,Amanda,144
MT,F,1987,Ashley,172
MT,F,1988,Jessica,147
MT,F,1989,Ashley,135
MT,F,1990,Jessica,120
MT,F,1991,Jessica,129
MT,F,1992,Ashley,93
MT,F,1993,Jessica,94
MT,F,1994,Jessica,83
MT,F,1995,Jessica,78
MT,F,1996,Jessica,68
MT,F,1997,Hannah,71
MT,F,1998,Emily,77
MT,F,1999,Madison,73
MT,F,2000,Madison,95
MT,F,2001,Madison,103
MT,F,2002,Madison,77
MT,F,2003,Emma,83
MT,F,2004,Madison,85
MT,F,2005,Emma,69
MT,F,2006,Emma,63
MT,F,2007,Madison,67
MT,F,2008,Madison,63
MT,F,2009,Emma,70
MT,F,2010,Emma,62
MT,F,2011,Emma,69
MT,F,2012,Emma,58
MT,M,1910,John,45
MT,M,1911,John,56
MT,M,1912,John,124
MT,M,1913,John,142
MT,M,1914,John,177
MT,M,1915,John,264
MT,M,1916,John,254
MT,M,1917,John,381
MT,M,1918,John,393
MT,M,1919,John,327
MT,M,1920,Robert,322
MT,M,1921,Robert,305
MT,M,1922,Robert,346
MT,M,1923,Robert,335
MT,M,1924,Robert,273
MT,M,1925,Robert,305
MT,M,1926,Robert,307
MT,M,1927,Robert,287
MT,M,1928,Robert,279
MT,M,1929,Robert,305
MT,M,1930,Robert,298
MT,M,1931,Robert,251
MT,M,1932,Robert,231
MT,M,1933,Robert,228
MT,M,1934,Robert,230
MT,M,1935,Robert,248
MT,M,1936,Robert,284
MT,M,1937,Robert,282
MT,M,1938,Robert,296
MT,M,1939,Robert,265
MT,M,1940,Robert,279
MT,M,1941,Robert,261
MT,M,1942,Robert,309
MT,M,1943,Robert,260
MT,M,1944,Robert,275
MT,M,1945,James,271
MT,M,1946,James,320
MT,M,1947,John,406
MT,M,1948,Robert,378
MT,M,1949,Robert,337
MT,M,1950,Robert,362
MT,M,1951,James,346
MT,M,1952,Robert,316
MT,M,1953,James,338
MT,M,1954,John,340
MT,M,1955,James,337
MT,M,1956,Robert,336
MT,M,1957,David,338
MT,M,1958,David,318
MT,M,1959,David,291
MT,M,1960,David,266
MT,M,1961,David,286
MT,M,1962,David,295
MT,M,1963,John,260
MT,M,1964,Michael,272
MT,M,1965,Michael,239
MT,M,1966,Michael,241
MT,M,1967,Michael,271
MT,M,1968,Michael,257
MT,M,1969,Michael,249
MT,M,1970,Michael,229
MT,M,1971,Michael,226
MT,M,1972,Jason,216
MT,M,1973,Jason,228
MT,M,1974,Jason,267
MT,M,1975,Michael,217
MT,M,1976,Michael,227
MT,M,1977,Michael,219
MT,M,1978,Michael,199
MT,M,1979,Michael,204
MT,M,1980,Joshua,220
MT,M,1981,Michael,212
MT,M,1982,Christopher,210
MT,M,1983,Michael,202
MT,M,1984,Michael,219
MT,M,1985,Michael,188
MT,M,1986,Michael,178
MT,M,1987,Michael,167
MT,M,1988,Michael,139
MT,M,1989,Michael,157
MT,M,1990,Michael,162
MT,M,1991,Michael,139
MT,M,1992,Michael,120
MT,M,1993,Tyler,124
MT,M,1994,Tyler,117
MT,M,1995,Austin,135
MT,M,1996,Jacob,112
MT,M,1997,Jacob,121
MT,M,1998,Jacob,103
MT,M,1999,Tyler,87
MT,M,2000,Jacob,99
MT,M,2001,Jacob,71
MT,M,2002,Ethan,79
MT,M,2003,Jacob,81
MT,M,2004,Jacob,71
MT,M,2005,Jacob,85
MT,M,2006,Jacob,68
MT,M,2007,Ethan,68
MT,M,2008,Ethan,66
MT,M,2009,Ethan,60
MT,M,2010,Wyatt,60
MT,M,2011,Mason,74
MT,M,2012,Liam,67
NC,F,1910,Mary,837
NC,F,1911,Mary,838
NC,F,1912,Mary,1086
NC,F,1913,Mary,1180
NC,F,1914,Mary,1581
NC,F,1915,Mary,1946
NC,F,1916,Mary,2056
NC,F,1917,Mary,2129
NC,F,1918,Mary,2344
NC,F,1919,Mary,2576
NC,F,1920,Mary,2675
NC,F,1921,Mary,2811
NC,F,1922,Mary,2850
NC,F,1923,Mary,2894
NC,F,1924,Mary,3123
NC,F,1925,Mary,2915
NC,F,1926,Mary,2912
NC,F,1927,Mary,2969
NC,F,1928,Mary,2893
NC,F,1929,Mary,2666
NC,F,1930,Mary,2485
NC,F,1931,Mary,2440
NC,F,1932,Mary,2673
NC,F,1933,Mary,2386
NC,F,1934,Mary,2441
NC,F,1935,Mary,2409
NC,F,1936,Mary,2254
NC,F,1937,Mary,2308
NC,F,1938,Mary,2345
NC,F,1939,Mary,2288
NC,F,1940,Mary,2282
NC,F,1941,Mary,2249
NC,F,1942,Mary,2413
NC,F,1943,Mary,2447
NC,F,1944,Mary,2312
NC,F,1945,Mary,2224
NC,F,1946,Mary,2412
NC,F,1947,Linda,2947
NC,F,1948,Linda,2883
NC,F,1949,Linda,2724
NC,F,1950,Linda,2344
NC,F,1951,Linda,2159
NC,F,1952,Linda,1996
NC,F,1953,Mary,1776
NC,F,1954,Deborah,1737
NC,F,1955,Mary,1682
NC,F,1956,Deborah,1552
NC,F,1957,Mary,1504
NC,F,1958,Mary,1353
NC,F,1959,Mary,1256
NC,F,1960,Donna,1225
NC,F,1961,Mary,1176
NC,F,1962,Lisa,1216
NC,F,1963,Lisa,1462
NC,F,1964,Lisa,1472
NC,F,1965,Lisa,1706
NC,F,1966,Lisa,1561
NC,F,1967,Lisa,1389
NC,F,1968,Lisa,1356
NC,F,1969,Lisa,1229
NC,F,1970,Angela,1339
NC,F,1971,Angela,1361
NC,F,1972,Jennifer,1232
NC,F,1973,Jennifer,1295
NC,F,1974,Jennifer,1388
NC,F,1975,Jennifer,1335
NC,F,1976,Jennifer,1418
NC,F,1977,Jennifer,1298
NC,F,1978,Jennifer,1323
NC,F,1979,Jennifer,1306
NC,F,1980,Jennifer,1357
NC,F,1981,Jennifer,1337
NC,F,1982,Jennifer,1448
NC,F,1983,Jennifer,1334
NC,F,1984,Ashley,1263
NC,F,1985,Ashley,1492
NC,F,1986,Ashley,1522
NC,F,1987,Ashley,1723
NC,F,1988,Ashley,1630
NC,F,1989,Brittany,1839
NC,F,1990,Brittany,1696
NC,F,1991,Brittany,1351
NC,F,1992,Ashley,1170
NC,F,1993,Ashley,1043
NC,F,1994,Ashley,882
NC,F,1995,Ashley,768
NC,F,1996,Hannah,752
NC,F,1997,Hannah,815
NC,F,1998,Hannah,855
NC,F,1999,Hannah,810
NC,F,2000,Hannah,938
NC,F,2001,Hannah,801
NC,F,2002,Madison,799
NC,F,2003,Madison,696
NC,F,2004,Emma,725
NC,F,2005,Emily,697
NC,F,2006,Madison,670
NC,F,2007,Madison,680
NC,F,2008,Emma,652
NC,F,2009,Emma,585
NC,F,2010,Emma,577
NC,F,2011,Emma,610
NC,F,2012,Emma,654
NC,M,1910,James,612
NC,M,1911,James,690
NC,M,1912,James,1092
NC,M,1913,James,1252
NC,M,1914,James,1678
NC,M,1915,James,2069
NC,M,1916,James,2084
NC,M,1917,James,2237
NC,M,1918,James,2574
NC,M,1919,James,2703
NC,M,1920,James,2966
NC,M,1921,James,2925
NC,M,1922,James,3021
NC,M,1923,James,3061
NC,M,1924,James,3102
NC,M,1925,James,2993
NC,M,1926,James,2898
NC,M,1927,James,2967
NC,M,1928,James,2969
NC,M,1929,James,2835
NC,M,1930,James,2734
NC,M,1931,James,2634
NC,M,1932,James,2734
NC,M,1933,James,2612
NC,M,1934,James,2925
NC,M,1935,James,2849
NC,M,1936,James,2854
NC,M,1937,James,2942
NC,M,1938,James,2885
NC,M,1939,James,3040
NC,M,1940,James,3063
NC,M,1941,James,3272
NC,M,1942,James,3620
NC,M,1943,James,3622
NC,M,1944,James,3477
NC,M,1945,James,3361
NC,M,1946,James,3626
NC,M,1947,James,3889
NC,M,1948,James,3573
NC,M,1949,James,3376
NC,M,1950,James,3317
NC,M,1951,James,3380
NC,M,1952,James,3333
NC,M,1953,James,3114
NC,M,1954,James,3069
NC,M,1955,James,3005
NC,M,1956,James,2923
NC,M,1957,James,2764
NC,M,1958,James,2504
NC,M,1959,James,2425
NC,M,1960,James,2371
NC,M,1961,James,2529
NC,M,1962,James,2360
NC,M,1963,James,2385
NC,M,1964,James,2317
NC,M,1965,James,2164
NC,M,1966,James,2197
NC,M,1967,James,2048
NC,M,1968,James,1995
NC,M,1969,James,2106
NC,M,1970,Michael,2043
NC,M,1971,Michael,1942
NC,M,1972,Michael,1938
NC,M,1973,Michael,1747
NC,M,1974,Michael,1749
NC,M,1975,Michael,1718
NC,M,1976,Michael,1543
NC,M,1977,Michael,1640
NC,M,1978,Michael,1522
NC,M,1979,Christopher,1463
NC,M,1980,Christopher,1381
NC,M,1981,Michael,1430
NC,M,1982,Christopher,1646
NC,M,1983,Christopher,1612
NC,M,1984,Christopher,1740
NC,M,1985,Christopher,1705
NC,M,1986,Christopher,1716
NC,M,1987,Christopher,1645
NC,M,1988,Christopher,1577
NC,M,1989,Christopher,1821
NC,M,1990,Christopher,1698
NC,M,1991,Christopher,1560
NC,M,1992,Christopher,1366
NC,M,1993,Christopher,1243
NC,M,1994,Christopher,1146
NC,M,1995,Christopher,1097
NC,M,1996,Joshua,1067
NC,M,1997,Christopher,1016
NC,M,1998,William,1055
NC,M,1999,Jacob,1092
NC,M,2000,William,1043
NC,M,2001,Jacob,1016
NC,M,2002,William,1010
NC,M,2003,Jacob,1009
NC,M,2004,William,957
NC,M,2005,William,924
NC,M,2006,William,890
NC,M,2007,William,894
NC,M,2008,William,888
NC,M,2009,William,792
NC,M,2010,William,821
NC,M,2011,William,763
NC,M,2012,William,706
ND,F,1910,Mary,85
ND,F,1911,Mary,96
ND,F,1912,Mary,100
ND,F,1913,Helen,118
ND,F,1914,Margaret,145
ND,F,1915,Helen,219
ND,F,1916,Mary,271
ND,F,1917,Helen,241
ND,F,1918,Helen,228
ND,F,1919,Helen,226
ND,F,1920,Helen,233
ND,F,1921,Mary,241
ND,F,1922,Dorothy,232
ND,F,1923,Mary,220
ND,F,1924,Mary,231
ND,F,1925,Dorothy,218
ND,F,1926,Dorothy,231
ND,F,1927,Mary,238
ND,F,1928,Mary,216
ND,F,1929,Mary,213
ND,F,1930,Betty,237
ND,F,1931,Betty,218
ND,F,1932,Mary,200
ND,F,1933,Mary,194
ND,F,1934,Mary,203
ND,F,1935,Shirley,239
ND,F,1936,Shirley,278
ND,F,1937,Shirley,189
ND,F,1938,Mary,204
ND,F,1939,Mary,199
ND,F,1940,Mary,230
ND,F,1941,Mary,222
ND,F,1942,Mary,228
ND,F,1943,Sharon,230
ND,F,1944,Mary,256
ND,F,1945,Mary,227
ND,F,1946,Mary,295
ND,F,1947,Linda,496
ND,F,1948,Linda,461
ND,F,1949,Linda,401
ND,F,1950,Linda,337
ND,F,1951,Linda,311
ND,F,1952,Linda,284
ND,F,1953,Mary,284
ND,F,1954,Mary,269
ND,F,1955,Mary,246
ND,F,1956,Mary,289
ND,F,1957,Mary,247
ND,F,1958,Mary,217
ND,F,1959,Mary,231
ND,F,1960,Mary,202
ND,F,1961,Mary,182
ND,F,1962,Lori,197
ND,F,1963,Lisa,169
ND,F,1964,Lisa,154
ND,F,1965,Lisa,197
ND,F,1966,Lisa,199
ND,F,1967,Lisa,164
ND,F,1968,Lisa,165
ND,F,1969,Michelle,155
ND,F,1970,Michelle,157
ND,F,1971,Jennifer,155
ND,F,1972,Jennifer,196
ND,F,1973,Jennifer,213
ND,F,1974,Jennifer,233
ND,F,1975,Jennifer,205
ND,F,1976,Jennifer,206
ND,F,1977,Jennifer,260
ND,F,1978,Jennifer,228
ND,F,1979,Jennifer,230
ND,F,1980,Jennifer,240
ND,F,1981,Jessica,258
ND,F,1982,Jessica,251
ND,F,1983,Jessica,193
ND,F,1984,Ashley,188
ND,F,1985,Ashley,218
ND,F,1986,Ashley,172
ND,F,1987,Ashley,180
ND,F,1988,Amanda,157
ND,F,1989,Ashley,129
ND,F,1990,Ashley,136
ND,F,1991,Ashley,121
ND,F,1992,Ashley,110
ND,F,1993,Samantha,99
ND,F,1994,Taylor,94
ND,F,1995,Ashley,80
ND,F,1996,Emily,86
ND,F,1997,Emily,88
ND,F,1998,Emily,92
ND,F,1999,Hannah,87
ND,F,2000,Madison,82
ND,F,2001,Madison,91
ND,F,2002,Madison,70
ND,F,2003,Emma,93
ND,F,2004,Madison,77
ND,F,2005,Emma,75
ND,F,2006,Ava,63
ND,F,2007,Emma,64
ND,F,2008,Ava,64
ND,F,2009,Olivia,63
ND,F,2010,Sophia,53
ND,F,2011,Emma,66
ND,F,2012,Emma,64
ND,M,1910,John,56
ND,M,1911,John,45
ND,M,1912,John,122
ND,M,1913,John,154
ND,M,1914,John,207
ND,M,1915,John,284
ND,M,1916,John,339
ND,M,1917,John,269
ND,M,1918,John,314
ND,M,1919,John,304
ND,M,1920,John,299
ND,M,1921,John,296
ND,M,1922,Robert,289
ND,M,1923,John,243
ND,M,1924,Robert,327
ND,M,1925,Robert,336
ND,M,1926,Robert,335
ND,M,1927,Robert,321
ND,M,1928,Robert,302
ND,M,1929,Robert,331
ND,M,1930,Robert,323
ND,M,1931,Robert,320
ND,M,1932,Robert,328
ND,M,1933,Robert,303
ND,M,1934,Robert,279
ND,M,1935,Robert,290
ND,M,1936,Robert,302
ND,M,1937,Robert,311
ND,M,1938,Robert,280
ND,M,1939,James,250
ND,M,1940,Robert,242
ND,M,1941,Robert,266
ND,M,1942,James,278
ND,M,1943,James,294
ND,M,1944,James,315
ND,M,1945,James,328
ND,M,1946,James,305
ND,M,1947,James,331
ND,M,1948,James,329
ND,M,1949,David,291
ND,M,1950,David,296
ND,M,1951,David,318
ND,M,1952,David,341
ND,M,1953,David,331
ND,M,1954,David,332
ND,M,1955,David,323
ND,M,1956,David,327
ND,M,1957,David,309
ND,M,1958,David,319
ND,M,1959,David,310
ND,M,1960,David,308
ND,M,1961,David,304
ND,M,1962,David,258
ND,M,1963,David,250
ND,M,1964,David,256
ND,M,1965,Michael,224
ND,M,1966,Michael,246
ND,M,1967,Michael,227
ND,M,1968,Michael,214
ND,M,1969,Michael,294
ND,M,1970,Michael,260
ND,M,1971,Jason,233
ND,M,1972,Jason,221
ND,M,1973,Michael,217
ND,M,1974,Jason,257
ND,M,1975,Jason,254
ND,M,1976,Jason,258
ND,M,1977,Jason,237
ND,M,1978,Michael,211
ND,M,1979,Jason,228
ND,M,1980,Joshua,241
ND,M,1981,Michael,214
ND,M,1982,Joshua,244
ND,M,1983,Michael,220
ND,M,1984,Michael,219
ND,M,1985,Joshua,205
ND,M,1986,Michael,192
ND,M,1987,Matthew,168
ND,M,1988,Michael,159
ND,M,1989,Matthew,164
ND,M,1990,Matthew,132
ND,M,1991,Tyler,143
ND,M,1992,Michael,127
ND,M,1993,Tyler,120
ND,M,1994,Austin,152
ND,M,1995,Tyler,118
ND,M,1996,Jacob,120
ND,M,1997,Austin,123
ND,M,1998,Jacob,116
ND,M,1999,Jacob,105
ND,M,2000,Jacob,114
ND,M,2001,Jacob,89
ND,M,2002,Jacob,93
ND,M,2003,Ethan,83
ND,M,2004,Ethan,84
ND,M,2005,Ethan,80
ND,M,2006,Logan,73
ND,M,2007,Logan,66
ND,M,2008,Carter,62
ND,M,2009,Ethan,60
ND,M,2010,Mason,64
ND,M,2011,Mason,71
ND,M,2012,Liam,60
NE,F,1910,Mary,161
NE,F,1911,Helen,185
NE,F,1912,Helen,257
NE,F,1913,Mary,255
NE,F,1914,Helen,324
NE,F,1915,Helen,431
NE,F,1916,Helen,441
NE,F,1917,Helen,480
NE,F,1918,Mary,486
NE,F,1919,Mary,435
NE,F,1920,Dorothy,587
NE,F,1921,Mary,575
NE,F,1922,Dorothy,558
NE,F,1923,Betty,588
NE,F,1924,Betty,671
NE,F,1925,Betty,597
NE,F,1926,Betty,561
NE,F,1927,Betty,601
NE,F,1928,Betty,573
NE,F,1929,Mary,545
NE,F,1930,Betty,541
NE,F,1931,Mary,546
NE,F,1932,Mary,514
NE,F,1933,Mary,476
NE,F,1934,Mary,561
NE,F,1935,Shirley,613
NE,F,1936,Mary,503
NE,F,1937,Mary,466
NE,F,1938,Mary,510
NE,F,1939,Mary,458
NE,F,1940,Mary,460
NE,F,1941,Mary,421
NE,F,1942,Mary,454
NE,F,1943,Mary,506
NE,F,1944,Mary,530
NE,F,1945,Mary,498
NE,F,1946,Mary,563
NE,F,1947,Linda,1054
NE,F,1948,Linda,1008
NE,F,1949,Linda,897
NE,F,1950,Linda,768
NE,F,1951,Linda,703
NE,F,1952,Mary,638
NE,F,1953,Mary,630
NE,F,1954,Mary,620
NE,F,1955,Debra,605
NE,F,1956,Mary,618
NE,F,1957,Mary,512
NE,F,1958,Mary,478
NE,F,1959,Mary,493
NE,F,1960,Mary,452
NE,F,1961,Mary,433
NE,F,1962,Lori,350
NE,F,1963,Lisa,442
NE,F,1964,Mary,395
NE,F,1965,Lisa,377
NE,F,1966,Lisa,406
NE,F,1967,Lisa,335
NE,F,1968,Lisa,357
NE,F,1969,Michelle,351
NE,F,1970,Jennifer,358
NE,F,1971,Jennifer,472
NE,F,1972,Jennifer,541
NE,F,1973,Jennifer,583
NE,F,1974,Jennifer,574
NE,F,1975,Jennifer,523
NE,F,1976,Jennifer,513
NE,F,1977,Jennifer,528
NE,F,1978,Jennifer,479
NE,F,1979,Jennifer,444
NE,F,1980,Jennifer,505
NE,F,1981,Jennifer,473
NE,F,1982,Jennifer,480
NE,F,1983,Jennifer,424
NE,F,1984,Ashley,387
NE,F,1985,Ashley,401
NE,F,1986,Ashley,368
NE,F,1987,Ashley,390
NE,F,1988,Ashley,358
NE,F,1989,Ashley,346
NE,F,1990,Ashley,295
NE,F,1991,Jessica,255
NE,F,1992,Ashley,235
NE,F,1993,Ashley,217
NE,F,1994,Jessica,201
NE,F,1995,Emily,195
NE,F,1996,Emily,184
NE,F,1997,Emily,182
NE,F,1998,Emily,189
NE,F,1999,Emily,187
NE,F,2000,Hannah,195
NE,F,2001,Madison,190
NE,F,2002,Emma,176
NE,F,2003,Emma,207
NE,F,2004,Emma,169
NE,F,2005,Emma,158
NE,F,2006,Emma,165
NE,F,2007,Addison,158
NE,F,2008,Ava,128
NE,F,2009,Addison,128
NE,F,2010,Olivia,156
NE,F,2011,Emma,141
NE,F,2012,Emma,157
NE,M,1910,John,93
NE,M,1911,John,98
NE,M,1912,John,225
NE,M,1913,John,279
NE,M,1914,John,337
NE,M,1915,John,429
NE,M,1916,John,458
NE,M,1917,John,438
NE,M,1918,John,495
NE,M,1919,Robert,506
NE,M,1920,Robert,679
NE,M,1921,Robert,796
NE,M,1922,Robert,766
NE,M,1923,Robert,867
NE,M,1924,Robert,937
NE,M,1925,Robert,885
NE,M,1926,Robert,881
NE,M,1927,Robert,864
NE,M,1928,Robert,838
NE,M,1929,Robert,800
NE,M,1930,Robert,816
NE,M,1931,Robert,826
NE,M,1932,Robert,777
NE,M,1933,Robert,626
NE,M,1934,Robert,670
NE,M,1935,Robert,606
NE,M,1936,Robert,601
NE,M,1937,Robert,613
NE,M,1938,Robert,585
NE,M,1939,Robert,526
NE,M,1940,Robert,517
NE,M,1941,Robert,551
NE,M,1942,Robert,556
NE,M,1943,Robert,615
NE,M,1944,Robert,601
NE,M,1945,Robert,624
NE,M,1946,Robert,683
NE,M,1947,Robert,744
NE,M,1948,James,740
NE,M,1949,James,704
NE,M,1950,Robert,768
NE,M,1951,Robert,741
NE,M,1952,Michael,771
NE,M,1953,Michael,710
NE,M,1954,Michael,803
NE,M,1955,Michael,829
NE,M,1956,Michael,834
NE,M,1957,Michael,737
NE,M,1958,Michael,726
NE,M,1959,Michael,723
NE,M,1960,Michael,722
NE,M,1961,Michael,734
NE,M,1962,Michael,766
NE,M,1963,Michael,724
NE,M,1964,Michael,659
NE,M,1965,Michael,620
NE,M,1966,Michael,621
NE,M,1967,Michael,614
NE,M,1968,Michael,623
NE,M,1969,Michael,621
NE,M,1970,Michael,585
NE,M,1971,Michael,530
NE,M,1972,Michael,478
NE,M,1973,Michael,494
NE,M,1974,Jason,581
NE,M,1975,Jason,508
NE,M,1976,Jason,479
NE,M,1977,Jason,490
NE,M,1978,Michael,452
NE,M,1979,Michael,428
NE,M,1980,Matthew,435
NE,M,1981,Matthew,456
NE,M,1982,Michael,451
NE,M,1983,Matthew,438
NE,M,1984,Matthew,437
NE,M,1985,Matthew,413
NE,M,1986,Matthew,400
NE,M,1987,Andrew,349
NE,M,1988,Matthew,333
NE,M,1989,Michael,358
NE,M,1990,Michael,349
NE,M,1991,Jacob,310
NE,M,1992,Tyler,308
NE,M,1993,Tyler,304
NE,M,1994,Jacob,295
NE,M,1995,Jacob,329
NE,M,1996,Jacob,316
NE,M,1997,Jacob,329
NE,M,1998,Jacob,316
NE,M,1999,Jacob,307
NE,M,2000,Jacob,270
NE,M,2001,Jacob,288
NE,M,2002,Jacob,247
NE,M,2003,Jacob,232
NE,M,2004,Jacob,220
NE,M,2005,Jacob,169
NE,M,2006,Jacob,150
NE,M,2007,Jacob,158
NE,M,2008,Jacob,145
NE,M,2009,Alexander,142
NE,M,2010,Jacob,130
NE,M,2011,Mason,131
NE,M,2012,Liam,153
NH,F,1910,Mary,50
NH,F,1911,Mary,68
NH,F,1912,Mary,95
NH,F,1913,Mary,98
NH,F,1914,Mary,138
NH,F,1915,Mary,186
NH,F,1916,Mary,157
NH,F,1917,Mary,139
NH,F,1918,Mary,158
NH,F,1919,Mary,181
NH,F,1920,Mary,156
NH,F,1921,Mary,182
NH,F,1922,Mary,171
NH,F,1923,Mary,148
NH,F,1924,Mary,167
NH,F,1925,Mary,154
NH,F,1926,Mary,137
NH,F,1927,Mary,136
NH,F,1928,Mary,151
NH,F,1929,Barbara,114
NH,F,1930,Barbara,132
NH,F,1931,Barbara,118
NH,F,1932,Barbara,150
NH,F,1933,Barbara,119
NH,F,1934,Barbara,125
NH,F,1935,Shirley,150
NH,F,1936,Shirley,127
NH,F,1937,Barbara,134
NH,F,1938,Patricia,112
NH,F,1939,Nancy,134
NH,F,1940,Patricia,153
NH,F,1941,Patricia,154
NH,F,1942,Sandra,165
NH,F,1943,Patricia,150
NH,F,1944,Sandra,142
NH,F,1945,Linda,128
NH,F,1946,Linda,179
NH,F,1947,Linda,437
NH,F,1948,Linda,377
NH,F,1949,Linda,347
NH,F,1950,Linda,275
NH,F,1951,Linda,283
NH,F,1952,Linda,217
NH,F,1953,Susan,215
NH,F,1954,Susan,213
NH,F,1955,Susan,208
NH,F,1956,Susan,203
NH,F,1957,Susan,209
NH,F,1958,Susan,198
NH,F,1959,Susan,221
NH,F,1960,Susan,187
NH,F,1961,Lisa,170
NH,F,1962,Lisa,185
NH,F,1963,Lisa,249
NH,F,1964,Lisa,250
NH,F,1965,Lisa,275
NH,F,1966,Lisa,267
NH,F,1967,Lisa,241
NH,F,1968,Lisa,214
NH,F,1969,Lisa,198
NH,F,1970,Jennifer,241
NH,F,1971,Jennifer,286
NH,F,1972,Jennifer,351
NH,F,1973,Jennifer,324
NH,F,1974,Jennifer,308
NH,F,1975,Jennifer,293
NH,F,1976,Jennifer,299
NH,F,1977,Jennifer,263
NH,F,1978,Jennifer,244
NH,F,1979,Jennifer,285
NH,F,1980,Jennifer,288
NH,F,1981,Jennifer,251
NH,F,1982,Jennifer,251
NH,F,1983,Jennifer,250
NH,F,1984,Jennifer,258
NH,F,1985,Jessica,225
NH,F,1986,Amanda,257
NH,F,1987,Amanda,269
NH,F,1988,Ashley,234
NH,F,1989,Jessica,241
NH,F,1990,Jessica,209
NH,F,1991,Sarah,183
NH,F,1992,Sarah,162
NH,F,1993,Emily,166
NH,F,1994,Emily,149
NH,F,1995,Emily,144
NH,F,1996,Emily,171
NH,F,1997,Emily,162
NH,F,1998,Emily,157
NH,F,1999,Emily,182
NH,F,2000,Emily,159
NH,F,2001,Emily,143
NH,F,2002,Emily,117
NH,F,2003,Emma,152
NH,F,2004,Emma,151
NH,F,2005,Emma,128
NH,F,2006,Emma,126
NH,F,2007,Olivia,107
NH,F,2008,Emma,110
NH,F,2009,Olivia,100
NH,F,2010,Sophia,91
NH,F,2011,Sophia,123
NH,F,2012,Emma,100
NH,M,1910,John,23
NH,M,1911,John,55
NH,M,1912,John,85
NH,M,1913,John,104
NH,M,1914,John,115
NH,M,1915,John,151
NH,M,1916,John,160
NH,M,1917,John,148
NH,M,1918,John,186
NH,M,1919,Robert,182
NH,M,1920,Robert,222
NH,M,1921,Robert,249
NH,M,1922,Robert,250
NH,M,1923,Robert,251
NH,M,1924,Robert,280
NH,M,1925,Robert,291
NH,M,1926,Robert,279
NH,M,1927,Robert,304
NH,M,1928,Robert,290
NH,M,1929,Robert,296
NH,M,1930,Robert,310
NH,M,1931,Robert,305
NH,M,1932,Robert,307
NH,M,1933,Robert,298
NH,M,1934,Robert,336
NH,M,1935,Robert,285
