num_critic_for_reviews,duration,gross,movie_title,num_voted_users,movie_imdb_link,num_user_for_reviews,country,content_rating,budget,title_year,imdb_score
108,95,3029081,Hedwig and the Angry Inch ,26300,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,231,USA,R,6000000,2001,7.8
12,93,NA,Goddess of Love ,522,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,5,USA,NA,NA,2015,5.4
129,99,2207975,Shattered Glass ,28855,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,190,USA,PG-13,6000000,2003,7.2
84,95,2025238,Novocaine ,9589,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,105,USA,R,6000000,2001,5.8
61,84,1028337,The Business of Strangers ,3413,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,78,USA,R,NA,2001,6.4
308,121,110416702,Tropic Thunder ,307539,http://www.imdb.com/title/tt0942385/?ref_=fn_tt_tt_1,577,USA,R,92000000,2008,7
147,99,2077046,The Wackness ,27266,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,75,USA,R,6000000,2008,7
75,97,267194,Morvern Callar ,6906,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,111,UK,R,NA,2002,6.7
16,90,399611,The 5th Quarter ,1245,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,29,USA,PG,6000000,2010,5.7
60,104,181798,The Flower of Evil ,2591,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,36,France,R,NA,2003,6.6
63,96,115862,The Greatest ,7394,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,50,USA,R,6000000,2009,6.7
56,104,1346503,Snow Flower and the Secret Fan ,3024,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,22,China,PG-13,6000000,2011,6.1
36,97,117560,Come Early Morning ,2330,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,29,USA,R,6000000,2006,6.2
517,158,102515793,The Girl with the Dragon Tattoo ,330152,http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1,632,USA,R,90000000,2011,7.8
47,107,54606,Lucky Break ,1940,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,34,UK,PG-13,6000000,2001,6.2
26,85,36497,"Surfer, Dude ",7367,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,37,USA,R,6000000,2008,4.7
47,152,23807,Lake of Fire ,2143,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,29,USA,Unrated,NA,2006,8.3
68,85,NA,11:14 ,38273,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,133,USA,R,6000000,2003,7.2
39,87,NA,Don McKay ,2050,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,17,USA,R,NA,2009,5.9
162,95,65804,Deadfall ,32512,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,86,USA,R,12000000,2012,6.3
37,101,NA,A Shine of Rainbows ,1696,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,19,Canada,PG,6000000,2009,7.2
26,90,NA,The Hit List ,10196,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,39,USA,R,6000000,2011,5.4
88,111,3895664,L'auberge espagnole ,34383,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,149,France,R,5300000,2002,7.3
43,86,20200,Song One ,6797,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,21,USA,PG-13,6000000,2014,5.8
136,115,31874869,Murder by Numbers ,43575,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,302,USA,R,50000000,2002,6.1
111,103,542860,Winter in Wartime ,9230,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,37,Netherlands,R,4000000,2008,7.1
13,90,NA,Freaky Deaky ,6741,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,11,USA,R,6000000,2012,6.5
6,88,15059,Trade of Innocents ,748,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,8,USA,PG-13,NA,2012,5.4
112,111,11905519,The Protector ,30210,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,214,Thailand,R,200000000,2005,7.1
415,128,209019489,Sherlock Holmes ,477300,http://www.imdb.com/title/tt0988045/?ref_=fn_tt_tt_1,621,USA,PG-13,90000000,2009,7.6
161,112,32541719,Bend It Like Beckham ,89806,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,438,UK,PG-13,3500159,2002,6.7
68,141,3064356,Sunshine State ,3433,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,81,USA,PG-13,5600000,2002,6.9
25,95,7009668,Crossover ,8707,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,36,USA,PG-13,5600000,2006,2.1
23,141,352684,Khiladi 786 ,4633,http://www.imdb.com/title/tt2166214/?ref_=fn_tt_tt_1,31,India,Not Rated,NA,2012,4.3
222,85,27024,[Rec] 2 ,55597,http://www.imdb.com/title/tt1245112/?ref_=fn_tt_tt_1,148,Spain,R,5600000,2009,6.6
9,105,531806,Standing Ovation ,548,http://www.imdb.com/title/tt1303803/?ref_=fn_tt_tt_1,6,USA,PG,NA,2010,3.4
1,141,NA,Ben-Hur ,57,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,USA,PG-13,NA,2016,6.1
62,116,50382128,Diary of a Mad Black Woman ,10472,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,202,USA,PG-13,5500000,2005,5.6
364,90,24475193,Don Jon ,190494,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,314,USA,R,3000000,2013,6.6
122,111,6200756,Ghost World ,96129,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,488,USA,R,7000000,2001,7.4
100,91,1292119,Iris ,14786,http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1,144,UK,R,5500000,2001,7.1
112,97,3629758,The Chorus ,44151,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,110,France,PG-13,5500000,2004,7.9
67,92,6239558,Mambo Italiano ,5548,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,67,Canada,R,5000000,2003,6.7
91,104,1056102,Wonderland ,18792,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,153,USA,R,5000000,2003,6.6
146,95,84037039,Atlantis: The Lost Empire ,72591,http://www.imdb.com/title/tt0230011/?ref_=fn_tt_tt_1,289,USA,PG,120000000,2001,6.8
27,99,56007,Harvard Man ,3754,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,69,USA,R,5500000,2001,4.9
205,93,611709,Le Havre ,15267,http://www.imdb.com/title/tt1508675/?ref_=fn_tt_tt_1,41,Finland,Not Rated,3850000,2011,7.2
192,99,753501,Irreversible ,87244,http://www.imdb.com/title/tt0290673/?ref_=fn_tt_tt_1,664,France,Not Rated,NA,2002,7.4
72,99,22770,R100 ,1658,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,12,Japan,Unrated,5500000,2013,6.1
33,157,2197331,Rang De Basanti ,70233,http://www.imdb.com/title/tt0405508/?ref_=fn_tt_tt_1,321,India,Not Rated,NA,2006,8.4
22,90,NA,Animals ,605,http://www.imdb.com/title/tt3297554/?ref_=fn_tt_tt_1,8,USA,NA,NA,2014,6.2
48,96,27445,Salvation Boulevard ,3788,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,31,USA,R,9000000,2011,5.3
65,96,766487,The Ten ,15315,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,117,USA,R,5250000,2007,5
70,92,85884815,Alvin and the Chipmunks: The Road Chip ,9418,http://www.imdb.com/title/tt2974918/?ref_=fn_tt_tt_1,53,USA,PG,90000000,2015,5
284,100,1196752,Headhunters ,79353,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,121,Norway,R,30300000,2011,7.6
187,94,NA,Grabbers ,13227,http://www.imdb.com/title/tt1525366/?ref_=fn_tt_tt_1,70,UK,Not Rated,4000000,2012,6.3
47,98,795126,Saint Ralph ,4976,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,52,Canada,PG-13,6000000,2004,7.6
88,129,NA,Miss Julie ,2894,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,14,Norway,PG-13,5500000,2014,5.6
24,128,563699,Dum Maaro Dum ,3266,http://www.imdb.com/title/tt1618430/?ref_=fn_tt_tt_1,27,India,R,NA,2011,6.2
318,106,83574831,Insidious: Chapter 2 ,109214,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,269,USA,PG-13,5000000,2013,6.6
250,95,87025093,Saw II ,188679,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,864,USA,R,4000000,2005,6.6
411,104,71897215,10 Cloverfield Lane ,126893,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,440,USA,PG-13,15000000,2016,7.3
106,87,64267897,Jackass: The Movie ,67992,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,327,USA,R,5000000,2002,6.6
378,165,245428137,Transformers: Age of Extinction ,242420,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1,918,USA,PG-13,210000000,2014,5.7
269,121,83077470,Valkyrie ,183247,http://www.imdb.com/title/tt0985699/?ref_=fn_tt_tt_1,440,USA,PG-13,75000000,2008,7.1
159,81,56536016,Lights Out ,13523,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,95,USA,PG-13,4900000,2016,6.9
251,94,104007828,Paranormal Activity 3 ,76828,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,314,USA,R,5000000,2011,5.8
183,89,50820940,Ouija ,31915,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,159,USA,PG-13,5000000,2014,4.4
297,108,43771291,The Gift ,79916,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,279,USA,R,5000000,2015,7.1
41,115,44456509,Instructions Not Included ,22105,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,81,Mexico,PG-13,5000000,2013,7.6
248,96,53884821,Paranormal Activity 4 ,51204,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,247,USA,R,5000000,2012,4.6
198,113,100018837,You Don't Mess with the Zohan ,156348,http://www.imdb.com/title/tt0960144/?ref_=fn_tt_tt_1,380,USA,PG-13,90000000,2008,5.5
185,109,34468224,Monster ,105568,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,533,USA,R,4500000,2003,7.3
220,101,32453345,Paranormal Activity: The Marked Ones ,31791,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,155,USA,R,5000000,2014,5
471,117,27296514,Dallas Buyers Club ,326494,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,340,USA,R,5000000,2013,8
152,83,25799043,The Lazarus Effect ,28513,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,126,USA,PG-13,3300000,2015,5.2
274,113,25530884,Memento ,845580,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,2067,USA,R,9000000,2000,8.5
336,104,27689474,Oculus ,85688,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,339,USA,R,5000000,2013,6.5
174,97,24138847,Clerks II ,114797,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,472,USA,R,5000000,2006,7.4
151,110,21994911,Billy Elliot ,98354,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,433,UK,R,5000000,2000,7.7
253,106,78747585,Pixels ,89770,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,342,USA,PG-13,88000000,2015,5.6
276,103,21501098,The Way Way Back ,115813,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,216,USA,PG-13,5000000,2013,7.4
179,90,24809547,Our Idiot Brother ,74875,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,115,USA,R,5000000,2011,6.4
125,134,19097994,Race ,11744,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,49,Canada,PG-13,NA,2016,7.1
92,95,16017403,O ,17333,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153,USA,R,5000000,2001,6.2
281,146,78616689,A.I. Artificial Intelligence ,238747,http://www.imdb.com/title/tt0212720/?ref_=fn_tt_tt_1,2153,USA,PG-13,100000000,2001,7.1
196,93,21197315,"As Above, So Below ",49948,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,211,USA,R,5000000,2014,6.1
9,106,17382982,Addicted ,5975,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,33,USA,R,5000000,2014,5.2
309,101,18656400,Still Alice ,86077,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,195,USA,PG-13,5000000,2014,7.5
168,95,241437427,My Big Fat Greek Wedding ,102071,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,756,USA,PG,5000000,2002,6.6
444,94,14123773,Spring Breakers ,108683,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,561,USA,R,5000000,2012,5.3
122,88,75817994,The Haunted Mansion ,32049,http://www.imdb.com/title/tt0338094/?ref_=fn_tt_tt_1,179,USA,PG,90000000,2003,4.9
173,106,13622333,Y Tu Mamá También ,91377,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,385,Mexico,R,2000000,2001,7.7
246,99,13464388,Shaun of the Dead ,395921,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,859,UK,R,4000000,2004,8
74,82,13350177,The Haunting of Molly Hartley ,7904,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,113,USA,PG-13,5000000,2008,3.8
228,86,17683670,Apollo 18 ,47227,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,323,USA,PG-13,5000000,2011,5.2
195,91,12055108,Sunshine Cleaning ,61151,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,134,USA,R,8000000,2008,6.9
203,103,27285953,No Escape ,48675,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,214,USA,R,5000000,2015,6.8
59,92,11675178,Fifty Shades of Black ,9509,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,53,USA,R,5000000,2016,3.5
45,99,10572742,Not Easily Broken ,2326,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,21,USA,PG-13,8000000,2009,6.1
12,96,9658370,The Perfect Match ,1180,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,9,USA,R,5000000,2016,4.5
29,82,9628751,Digimon: The Movie ,5164,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,65,USA,PG,5000000,2000,5.9
121,92,8786715,Saved! ,40274,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324,USA,PG-13,5000000,2004,6.9
135,112,3432342,The Barbarian Invasions ,24921,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,166,Canada,R,6000000,2003,7.7
180,119,73209340,Hollow Man ,101834,http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1,628,USA,R,95000000,2000,5.7
56,90,6755271,The Forsaken ,7319,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,131,USA,R,5000000,2001,5.3
61,90,6088249,Grandma's Boy ,67853,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,202,USA,R,NA,2006,7
81,95,5308707,Made ,15053,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,165,USA,R,5000000,2001,6.4
415,97,5009677,Moon ,260607,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,485,UK,R,5000000,2009,7.9
43,90,4328294,Keeping Up with the Steins ,2719,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,41,USA,PG-13,NA,2006,5.4
227,128,72515360,The Interpreter ,86152,http://www.imdb.com/title/tt0373926/?ref_=fn_tt_tt_1,411,UK,PG-13,80000000,2005,6.4
7,41,4074023,Sea Rex 3D: Journey to a Prehistoric World ,296,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,4,UK,NA,5000000,2010,6.9
195,122,3950029,Of Gods and Men ,12411,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,89,France,PG-13,4000000,2010,7.2
109,110,4040588,Bottle Shock ,12233,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,89,USA,PG-13,5000000,2008,6.8
12,121,4700361,90 Minutes in Heaven ,2047,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,29,USA,PG-13,5000000,2015,4.6
155,97,2711210,Everything Must Go ,40305,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86,USA,R,5000000,2010,6.4
204,94,1082044,The Machinist ,281649,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,458,Spain,R,5000000,2004,7.7
183,106,68558662,Percy Jackson: Sea of Monsters ,86627,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,204,USA,PG,90000000,2013,5.9
163,112,2445646,Kill the Messenger ,32382,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,99,USA,R,5000000,2014,7
248,91,2221809,Rabbit Hole ,40618,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,144,USA,PG-13,5000000,2010,7
39,98,296665,Party Monster ,12675,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158,USA,R,5000000,2003,6.3
322,95,3219029,Green Room ,28845,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,125,USA,R,5000000,2015,7.1
50,88,NA,The Oh in Ohio ,5494,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,56,USA,R,5000000,2006,5.6
12,99,830210,Atlas Shrugged: Who Is John Galt? ,1900,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,56,USA,PG-13,5000000,2014,4.4
16,136,240425,"Gandhi, My Father ",1311,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,25,India,NA,NA,2007,7.4
157,117,65653758,Lara Croft Tomb Raider: The Cradle of Life ,102747,http://www.imdb.com/title/tt0325703/?ref_=fn_tt_tt_1,316,USA,PG-13,95000000,2003,5.5
121,118,228830,Standard Operating Procedure ,3329,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,22,USA,R,NA,2008,7.5
324,89,223615,Tucker and Dale vs Evil ,127842,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,200,Canada,R,NA,2010,7.6
27,90,124720,"Lovely, Still ",1560,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,15,USA,PG,5000000,2008,7.3
35,95,NA,Decoys ,4041,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,66,Canada,R,5000000,2004,4.6
371,94,65069140,The Visit ,65299,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,455,USA,PG-13,5000000,2015,6.2
133,90,65087,Redacted ,8824,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,108,USA,R,5000000,2007,6.2
13,103,16066,Fascination ,1207,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,44,Germany,R,5000000,2004,3.3
525,130,234903076,Oz the Great and Powerful ,175409,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511,USA,PG,215000000,2013,6.4
196,129,64685359,Now You See Me 2 ,40862,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,139,USA,PG-13,90000000,2016,6.9
56,91,NA,Area 51 ,7888,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,55,USA,R,5000000,2015,4.2
191,102,NA,Sleep Tight ,23756,http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1,48,Spain,Not Rated,5000000,2011,7.2
80,92,NA,The Cottage ,10056,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,82,UK,Unrated,2500000,2008,6.2
19,87,NA,Dead Like Me: Life After Death ,10734,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,80,USA,R,5000000,2009,6.1
19,80,NA,Farce of the Penguins ,4322,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,47,USA,R,NA,2006,4.2
NA,90,NA,Flying By ,215,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,2,USA,PG-13,NA,2009,4.5
44,105,37440,Rudderless ,12672,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,60,USA,R,5000000,2014,7.5
3,67,NA,Henry & Me ,83,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,1,USA,PG,10000000,2014,6.7
6,95,NA,Christmas Eve ,1091,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,15,USA,PG,NA,2015,5.1
NA,87,NA,We Have Your Husband ,216,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,3,USA,TV-PG,5000000,2011,5.5
64,94,NA,Dying of the Light ,6964,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,47,Bahamas,R,5000000,2014,4.4
8,109,NA,Born of War ,237,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,3,UK,R,5000000,2014,4.4
2,NA,NA,Should've Been Romeo ,38,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,2,USA,NA,5000000,2012,6.7
NA,88,NA,Running Forever ,8,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,NA,USA,NA,5000000,2015,8.6
35,88,NA,Yoga Hosers ,849,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,4,USA,PG-13,5000000,2016,4.8
21,97,NA,Navy Seals vs. Zombies ,928,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,14,USA,NA,NA,2015,3.4
99,113,617228,I Served the King of England ,6183,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,27,Czech Republic,R,84450000,2006,7.4
142,114,26871,Spy Game ,121259,http://www.imdb.com/title/tt0266987/?ref_=fn_tt_tt_1,361,Germany,R,92000000,2001,7
115,99,274385,Soul Kitchen ,29203,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,26,Germany,NA,4000000,2009,7.3
195,107,NA,The Awakening ,46347,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,112,UK,R,3000000,2011,6.5
303,93,47277326,Hostel ,138814,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,1516,USA,R,4800000,2005,5.9
122,94,1247453,Tristram Shandy: A Cock and Bull Story ,11202,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,123,UK,R,2800000,2005,6.8
359,121,1729969,Take Shelter ,68211,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,219,USA,R,5000000,2011,7.4
64,98,238774,Driving Lessons ,9611,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,70,UK,PG-13,NA,2006,6.8
13,82,NA,Let's Kill Ward's Wife ,4247,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,11,USA,Unrated,5000000,2014,5.4
181,114,60874615,Mission to Mars ,60467,http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1,949,USA,PG,90000000,2000,5.6
440,90,778565,Only God Forgives ,83234,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,475,Denmark,R,4800000,2013,5.7
7,79,NA,Camping sauvage ,262,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,6,France,NA,NA,2005,5.4
4,87,NA,Without Men ,1427,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,12,USA,R,4700000,2011,3.2
1,NA,NA,Barfi ,57,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,1,India,NA,NA,2013,7.1
96,105,1340891,Dear Frankie ,18940,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,182,UK,PG-13,NA,2004,7.8
8,89,NA,All Hat ,436,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,8,Canada,R,5000000,2007,5.3
87,100,513836,The Names of Love ,6304,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,21,France,R,4600000,2010,7.2
10,92,NA,Treading Water ,421,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,3,Mexico,NA,4700000,2013,6.2
121,97,434417,Savage Grace ,8867,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,65,Spain,Not Rated,4600000,2007,5.9
240,96,143618384,Rio ,165333,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,186,USA,G,90000000,2011,7
43,100,728,Out of the Blue ,2776,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,22,New Zealand,NA,NA,2006,7.3
202,108,13060843,25th Hour ,149528,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,454,USA,R,15000000,2002,7.7
234,102,3609278,Requiem for a Dream ,573541,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,1916,USA,R,4500000,2000,8.4
49,98,10429707,Moms' Night Out ,10483,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,125,USA,PG,5000000,2014,5.4
283,133,727883,Donnie Darko ,580999,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,2110,USA,R,4500000,2001,8.1
16,105,1391770,Saving Private Perez ,1592,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,14,Mexico,PG-13,NA,2011,6
92,106,410241,Spun ,32357,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,199,USA,R,2000000,2002,6.8
159,98,278821,Life During Wartime ,5465,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,37,USA,R,NA,2009,6.5
202,112,211667,Lady Vengeance ,53508,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,131,South Korea,R,NA,2005,7.7
50,120,706622,Mozart's Sister ,1213,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,17,France,NA,NA,2010,6.4
54,99,92191,Mean Machine ,29463,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,84,UK,R,2500000,2001,6.5
98,110,49413,Exiled ,6919,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,26,Hong Kong,R,35000000,2006,7.3
92,102,199652,Blackthorn ,7390,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,40,Spain,R,NA,2011,6.6
112,109,181655,Lilya 4-Ever ,35464,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,206,Sweden,R,NA,2002,7.9
138,104,108229,After.Life ,30836,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,137,USA,R,4500000,2009,5.9
9,134,NA,Fugly ,781,http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1,7,India,NA,NA,2014,4.7
5,85,NA,R.L. Stine's Monsterville: The Cabinet of Souls ,917,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,4,USA,PG,4400000,2015,5.9
39,130,NA,Airlift ,30977,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,178,India,NA,4400000,2016,8.5
29,103,8691,Falcon Rising ,4952,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,32,USA,R,4500000,2014,5.8
