"","num_critic_for_reviews","duration","gross","movie_title","num_voted_users","movie_imdb_link","num_user_for_reviews","country","content_rating","budget","title_year","imdb_score"
"3117",191,102,NA,"Sleep Tight ",23756,"http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1",48,"Spain","Not Rated",5000000,2011,7.2
"3118",80,92,NA,"The Cottage ",10056,"http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1",82,"UK","Unrated",2500000,2008,6.2
"3119",19,87,NA,"Dead Like Me: Life After Death ",10734,"http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1",80,"USA","R",5000000,2009,6.1
"3120",19,80,NA,"Farce of the Penguins ",4322,"http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1",47,"USA","R",NA,2006,4.2
"3121",NA,90,NA,"Flying By ",215,"http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1",2,"USA","PG-13",NA,2009,4.5
"3122",38,44,NA,"Psych ",67315,"http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1",127,"USA","TV-PG",NA,NA,8.4
"3123",44,105,37440,"Rudderless ",12672,"http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1",60,"USA","R",5000000,2014,7.5
"3124",3,67,NA,"Henry & Me ",83,"http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1",1,"USA","PG",10000000,2014,6.7
"3125",64,116,61355436,"The Saint ",52136,"http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1",184,"USA","PG-13",68000000,1997,6.2
"3126",6,95,NA,"Christmas Eve ",1091,"http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1",15,"USA","PG",NA,2015,5.1
"3127",NA,87,NA,"We Have Your Husband ",216,"http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1",3,"USA","TV-PG",5000000,2011,5.5
"3128",64,94,NA,"Dying of the Light ",6964,"http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1",47,"Bahamas","R",5000000,2014,4.4
"3129",8,109,NA,"Born of War ",237,"http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1",3,"UK","R",5000000,2014,4.4
"3130",64,130,NA,"Capricorn One ",15988,"http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1",153,"USA","PG",5000000,1977,6.8
"3131",2,NA,NA,"Should've Been Romeo ",38,"http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1",2,"USA",NA,5000000,2012,6.7
"3132",NA,88,NA,"Running Forever ",8,"http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1",NA,"USA",NA,5000000,2015,8.6
"3133",35,88,NA,"Yoga Hosers ",849,"http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1",4,"USA","PG-13",5000000,2016,4.8
"3134",21,97,NA,"Navy Seals vs. Zombies ",928,"http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1",14,"USA",NA,NA,2015,3.4
"3135",99,113,617228,"I Served the King of England ",6183,"http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1",27,"Czech Republic","R",84450000,2006,7.4
"3136",142,114,26871,"Spy Game ",121259,"http://www.imdb.com/title/tt0266987/?ref_=fn_tt_tt_1",361,"Germany","R",92000000,2001,7
"3137",115,99,274385,"Soul Kitchen ",29203,"http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1",26,"Germany",NA,4000000,2009,7.3
"3138",104,148,24475416,"Sling Blade ",72443,"http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1",309,"USA","R",890000,1996,8
"3139",195,107,NA,"The Awakening ",46347,"http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1",112,"UK","R",3000000,2011,6.5
"3140",303,93,47277326,"Hostel ",138814,"http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1",1516,"USA","R",4800000,2005,5.9
"3141",122,94,1247453,"Tristram Shandy: A Cock and Bull Story ",11202,"http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1",123,"UK","R",2800000,2005,6.8
"3142",359,121,1729969,"Take Shelter ",68211,"http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1",219,"USA","R",5000000,2011,7.4
"3143",130,118,1705139,"Lady in White ",4695,"http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1",69,"USA","R",4700000,1988,6.7
"3144",64,98,238774,"Driving Lessons ",9611,"http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1",70,"UK","PG-13",NA,2006,6.8
"3145",13,82,NA,"Let's Kill Ward's Wife ",4247,"http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1",11,"USA","Unrated",5000000,2014,5.4
"3146",159,101,8025872,"The Texas Chainsaw Massacre 2 ",19234,"http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1",258,"USA","X",4700000,1986,5.5
"3147",181,114,60874615,"Mission to Mars ",60467,"http://www.imdb.com/title/tt0183523/?ref_=fn_tt_tt_1",949,"USA","PG",90000000,2000,5.6
"3148",54,106,NA,"Pat Garrett & Billy the Kid ",13467,"http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1",106,"USA","R",4638783,1973,7.4
"3149",440,90,778565,"Only God Forgives ",83234,"http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1",475,"Denmark","R",4800000,2013,5.7
"3150",7,79,NA,"Camping sauvage ",262,"http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1",6,"France",NA,NA,2005,5.4
"3151",4,87,NA,"Without Men ",1427,"http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1",12,"USA","R",4700000,2011,3.2
"3152",1,NA,NA,"Barfi ",57,"http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1",1,"India",NA,NA,2013,7.1
"3153",96,105,1340891,"Dear Frankie ",18940,"http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1",182,"UK","PG-13",NA,2004,7.8
"3154",8,89,NA,"All Hat ",436,"http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1",8,"Canada","R",5000000,2007,5.3
"3155",87,100,513836,"The Names of Love ",6304,"http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1",21,"France","R",4600000,2010,7.2
"3156",10,92,NA,"Treading Water ",421,"http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1",3,"Mexico",NA,4700000,2013,6.2
"3157",121,97,434417,"Savage Grace ",8867,"http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1",65,"Spain","Not Rated",4600000,2007,5.9
"3158",240,96,143618384,"Rio ",165333,"http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1",186,"USA","G",90000000,2011,7
"3159",43,100,728,"Out of the Blue ",2776,"http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1",22,"New Zealand",NA,NA,2006,7.3
"3160",45,96,81200000,"Police Academy ",87739,"http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1",133,"USA","R",4500000,1984,6.7
"3161",36,104,NA,"The Blue Lagoon ",50125,"http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1",140,"USA","R",4500000,1980,5.7
"3162",84,117,52700832,"Four Weddings and a Funeral ",107923,"http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1",197,"UK","R",4500000,1994,7.1
"3163",118,90,NA,"Fast Times at Ridgemont High ",71217,"http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1",228,"USA","X",4500000,1982,7.2
"3164",42,115,NA,"Moby Dick ",13474,"http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1",115,"USA","Unrated",4500000,1956,7.4
"3165",202,108,13060843,"25th Hour ",149528,"http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1",454,"USA","R",15000000,2002,7.7
"3166",5,43,NA,"Secrets and Lies ",6762,"http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1",27,"USA",NA,NA,NA,7.7
"3167",120,109,3798532,"Bound ",41138,"http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1",208,"USA","R",4500000,1996,7.4
"3168",234,102,3609278,"Requiem for a Dream ",573541,"http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1",1916,"USA","R",4500000,2000,8.4
"3169",93,132,58220776,"Bicentennial Man ",87785,"http://www.imdb.com/title/tt0182789/?ref_=fn_tt_tt_1",362,"USA","PG",100000000,1999,6.8
"3170",17,100,NA,"State Fair ",2756,"http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1",55,"USA","Approved",NA,1945,7.1
"3171",35,115,1687311,"Tango ",2412,"http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1",40,"Spain","PG-13",700000000,1998,7.2
"3172",48,122,NA,"Salvador ",15175,"http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1",89,"UK","R",4500000,1986,7.5
"3173",49,98,10429707,"Moms' Night Out ",10483,"http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1",125,"USA","PG",5000000,2014,5.4
"3174",283,133,727883,"Donnie Darko ",580999,"http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1",2110,"USA","R",4500000,2001,8.1
"3175",16,105,1391770,"Saving Private Perez ",1592,"http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1",14,"Mexico","PG-13",NA,2011,6
"3176",54,122,713413,"Character ",9171,"http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1",68,"Netherlands","R",4500000,1997,7.8
"3177",92,106,410241,"Spun ",32357,"http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1",199,"USA","R",2000000,2002,6.8
"3178",159,98,278821,"Life During Wartime ",5465,"http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1",37,"USA","R",NA,2009,6.5
"3179",202,112,211667,"Lady Vengeance ",53508,"http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1",131,"South Korea","R",NA,2005,7.7
"3180",84,104,47474112,"Volcano ",58227,"http://www.imdb.com/title/tt0120461/?ref_=fn_tt_tt_1",181,"USA","PG-13",90000000,1997,5.4
"3181",50,120,706622,"Mozart's Sister ",1213,"http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1",17,"France",NA,NA,2010,6.4
"3182",54,99,92191,"Mean Machine ",29463,"http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1",84,"UK","R",2500000,2001,6.5
"3183",98,110,49413,"Exiled ",6919,"http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1",26,"Hong Kong","R",35000000,2006,7.3
"3184",92,102,199652,"Blackthorn ",7390,"http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1",40,"Spain","R",NA,2011,6.6
"3185",112,109,181655,"Lilya 4-Ever ",35464,"http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1",206,"Sweden","R",NA,2002,7.9
"3186",138,104,108229,"After.Life ",30836,"http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1",137,"USA","R",4500000,2009,5.9
"3187",9,134,NA,"Fugly ",781,"http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1",7,"India",NA,NA,2014,4.7
"3188",149,133,112000000,"One Flew Over the Cuckoo's Nest ",680041,"http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1",760,"USA","R",4400000,1975,8.7
"3189",5,85,NA,"R.L. Stine's Monsterville: The Cabinet of Souls ",917,"http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1",4,"USA","PG",4400000,2015,5.9
"3190",39,87,NA,"Silent Movie ",12666,"http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1",61,"USA","PG",4400000,1976,6.7
"3191",66,111,42877165,"The Devil's Own ",45602,"http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1",114,"USA","R",86000000,1997,6.1
"3192",39,130,NA,"Airlift ",30977,"http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1",178,"India",NA,4400000,2016,8.5
"3193",2,199,NA,"Anne of Green Gables ",14251,"http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1",74,"Canada","TV-G",NA,NA,8.4
"3194",29,103,8691,"Falcon Rising ",4952,"http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1",32,"USA","R",4500000,2014,5.8
"3195",111,112,26345,"The Sweeney ",16445,"http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1",99,"UK","R",3000000,2012,6.1
"3196",149,89,6940281,"Sexy Beast ",43135,"http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1",346,"UK","R",NA,2000,7.3
"3197",90,124,188870,"Easy Money ",13443,"http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1",25,"Sweden","R",NA,2010,6.7
"3198",149,101,20772796,"Whale Rider ",34232,"http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1",346,"New Zealand","PG-13",6000000,2002,7.6
"3199",12,133,199228,"Paa ",7295,"http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1",49,"India",NA,150000000,2009,7.2
"3200",64,112,NA,"Cargo ",15780,"http://www.imdb.com/title/tt0381940/?ref_=fn_tt_tt_1",62,"Switzerland",NA,4500000,2009,6.2
"3201",256,111,34964818,"Pan ",39975,"http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1",186,"USA","PG",150000000,2015,5.8
"3202",136,138,35168677,"K-19: The Widowmaker ",49311,"http://www.imdb.com/title/tt0267626/?ref_=fn_tt_tt_1",278,"UK","PG-13",100000000,2002,6.7
"3203",57,98,NA,"High School Musical ",59254,"http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1",726,"USA","TV-G",4200000,2006,5.2
"3204",8,60,NA,"Animal Kingdom ",3673,"http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1",23,"USA",NA,NA,NA,8.1
"3205",50,93,2542264,"Love and Death on Long Island ",3407,"http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1",48,"UK","PG-13",NA,1997,7.1
"3206",232,104,1487477,"Night Watch ",47097,"http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1",310,"Russia","R",4200000,2004,6.5
"3207",63,112,62549000,"The Crying Game ",41361,"http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1",148,"UK","R",2300000,1992,7.3
"3208",75,94,105500000,"Porky's ",31260,"http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1",152,"Canada","R",4000000,1981,6.2
"3209",274,90,101055,"Survival of the Dead ",17478,"http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1",159,"USA","R",4000000,2009,5
"3210",284,96,NA,"Night of the Living Dead ",87978,"http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1",580,"USA","Unrated",114000,1968,8
"3211",265,101,44566004,"Lost in Translation ",321283,"http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1",1848,"USA","R",4000000,2003,7.8
"3212",154,93,39200000,"Annie Hall ",192940,"http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1",491,"USA","PG",4000000,1977,8.1
"3213",369,100,56114221,"Fantastic Four ",110486,"http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1",695,"USA","PG-13",120000000,2015,4.3
"3214",44,152,36000000,"The Greatest Show on Earth ",9456,"http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1",107,"USA","Not Rated",4000000,1952,6.7
"3215",314,150,65007045,"Exodus: Gods and Kings ",128694,"http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1",657,"UK","PG-13",140000000,2014,6.1
"3216",153,112,31252964,"Monster's Ball ",71495,"http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1",522,"USA","R",4000000,2001,7.1
"3217",256,95,131175,"Maggie ",30219,"http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1",200,"USA","PG-13",8500000,2015,5.6
"3218",123,111,31968347,"Leaving Las Vegas ",93894,"http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1",286,"USA","R",3600000,1995,7.6
"3219",46,86,NA,"Hansel & Gretel Get Baked ",2806,"http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1",11,"USA",NA,4500000,2013,4.3
"3220",203,108,NA,"The Return of the Living Dead ",39857,"http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1",300,"USA","R",4000000,1985,7.3
"3221",34,105,NA,"The Front Page ",9007,"http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1",50,"USA","PG",4000000,1974,7.3
"3222",149,91,35385560,"The Boy Next Door ",27198,"http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1",131,"USA","R",4000000,2015,4.6
"3223",20,105,NA,"Trapeze ",3102,"http://www.imdb.com/title/tt0049875/?ref_=fn_tt_tt_1",35,"USA","Approved",4000000,1956,6.8
"3224",495,142,202853933,"The Amazing Spider-Man 2 ",321227,"http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1",1067,"USA","PG-13",200000000,2014,6.7
"3225",166,129,37567440,"Conan the Barbarian ",113065,"http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1",337,"USA","R",20000000,1982,6.9
"3226",9,60,NA,"Saving Grace ",3852,"http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1",47,"USA","TV-MA",NA,NA,7.5
"3227",323,106,20803237,"The Kids Are All Right ",110616,"http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1",291,"USA","R",3500000,2010,7.1
"3228",172,93,13008928,"They Live ",73501,"http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1",333,"USA","R",4000000,1988,7.3
"3229",111,172,NA,"The Great Escape ",165638,"http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1",301,"USA","Approved",4000000,1963,8.3
"3230",74,109,10941801,"What the #$*! Do We (K)now!? ",12059,"http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1",486,"USA","Unrated",NA,2004,5.4
"3231",161,93,15152879,"The Last Exorcism Part II ",13506,"http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1",68,"France","PG-13",5000000,2013,4
"3232",548,165,25359200,"Boyhood ",266020,"http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1",836,"USA","R",4000000,2014,8
"3233",177,96,10515579,"Scoop ",66840,"http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1",248,"UK","PG-13",4000000,2006,6.7
"3234",230,119,180011740,"Planet of the Apes ",177729,"http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1",1368,"USA","PG-13",100000000,2001,5.7
"3235",27,93,10097096,"The Wash ",5612,"http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1",38,"USA","R",4000000,2001,4.6
"3236",201,144,61644321,"Cinderella Man ",148238,"http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1",529,"USA","PG-13",88000000,2005,8
"3237",22,82,9821335,"3 Strikes ",1415,"http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1",10,"USA","R",6000000,2000,4
"3238",157,101,8243880,"The Cooler ",28714,"http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1",215,"USA","R",3200000,2003,7
"3239",70,120,NA,"The Misfits ",12981,"http://www.imdb.com/title/tt0055184/?ref_=fn_tt_tt_1",121,"USA","Approved",4000000,1961,7.4
"3240",125,81,7825820,"The Night Listener ",13086,"http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1",156,"USA","R",4000000,2006,5.9
"3241",10,82,7557877,"The Jerky Boys ",2129,"http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1",37,"USA","R",NA,1995,4.6
"3242",160,107,14637490,"My Soul to Take ",16411,"http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1",136,"USA","R",25000000,2010,4.8
"3243",300,105,7159147,"The Orphanage ",120189,"http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1",308,"Spain","R",3400000,2007,7.5
"3244",69,86,17314483,"A Haunted House 2 ",14621,"http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1",48,"USA","R",4000000,2014,4.7
"3245",143,110,6525762,"The Rules of Attraction ",44339,"http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1",425,"USA","R",4000000,2002,6.7
"3246",50,127,NA,"Topaz ",12677,"http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1",89,"USA","M",4000000,1969,6.3
"3247",47,110,190562,"The Nutcracker in 3D ",2508,"http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1",24,"UK","PG",90000000,2010,4.4
"3248",46,90,4613815,"Let's Go to Prison ",19622,"http://www.imdb.com/title/tt0454987/?ref_=fn_tt_tt_1",58,"USA","R",NA,2006,6
"3249",51,110,4301331,"Four Rooms ",78241,"http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1",177,"USA","R",4000000,1995,6.7
"3250",163,104,4046737,"Secretary ",67949,"http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1",390,"USA","R",4000000,2002,7.1
"3251",52,96,3713002,"The Real Cancun ",3611,"http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1",62,"USA","R",8000000,2003,2.7
"3252",40,110,3468572,"Talk Radio ",10073,"http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1",78,"USA","R",4000000,1988,7.3
"3253",50,84,2892582,"Waiting for Guffman ",22697,"http://www.imdb.com/title/tt0118111/?ref_=fn_tt_tt_1",202,"USA","R",4000000,1996,7.6
"3254",45,94,2800000,"Love Stinks ",4377,"http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1",85,"USA","R",4000000,1999,5.8
"3255",121,93,2426851,"You Kill Me ",16224,"http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1",76,"USA","R",4000000,2007,6.5
"3256",114,96,1325073,"Thumbsucker ",18762,"http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1",91,"USA","R",4000000,2005,6.6
"3257",270,88,NA,"Red State ",53342,"http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1",287,"USA","R",4000000,2011,6.2
"3258",175,140,120147445,"Seabiscuit ",57661,"http://www.imdb.com/title/tt0329575/?ref_=fn_tt_tt_1",455,"USA","PG-13",87000000,2003,7.3
"3259",116,101,864959,"Mirrormask ",20275,"http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1",151,"UK","PG",4000000,2005,6.9
"3260",115,102,2601847,"Samsara ",22457,"http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1",69,"USA","PG-13",4000000,2011,8.5
"3261",15,87,800000,"The Barbarians ",2308,"http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1",35,"USA","R",4000000,1987,4.8
"3262",122,83,1429260,"The Art of Getting By ",45293,"http://www.imdb.com/title/tt1645080/?ref_=fn_tt_tt_1",71,"USA","PG-13",NA,2011,6.6
"3263",35,103,NA,"Zipper ",4091,"http://www.imdb.com/title/tt3346224/?ref_=fn_tt_tt_1",20,"USA","R",4500000,2015,5.7
"3264",41,99,562059,"Poolhall Junkies ",8535,"http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1",113,"USA","R",4000000,2002,7
"3265",31,106,399793,"The Loss of Sexual Innocence ",2877,"http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1",70,"USA","R",4000000,1999,5.4
"3266",332,115,NA,"Holy Motors ",29440,"http://www.imdb.com/title/tt2076220/?ref_=fn_tt_tt_1",110,"France","Not Rated",NA,2012,7.1
"3267",232,117,371897,"Joe ",36494,"http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1",118,"USA","R",4000000,2013,6.9
"3268",43,99,302204,"Shooting Fish ",6705,"http://www.imdb.com/title/tt0120122/?ref_=fn_tt_tt_1",53,"UK","PG",3000000,1997,6.6
"3269",114,113,241688385,"Twister ",144053,"http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1",395,"USA","PG-13",92000000,1996,6.3
"3270",68,102,354704,"Prison ",2705,"http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1",38,"USA","R",1300000,1987,5.9
"3271",51,85,265107,"Psycho Beach Party ",4617,"http://www.imdb.com/title/tt0206226/?ref_=fn_tt_tt_1",93,"Australia","Unrated",1500000,2000,6.3
"3272",33,86,185577,"The Big Tease ",2133,"http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1",31,"UK","R",4000000,1999,6.3
"3273",26,120,100412,"Buen Día, Ramón ",2112,"http://www.imdb.com/title/tt2876428/?ref_=fn_tt_tt_1",7,"Mexico","PG-13",4000000,2013,7.7
"3274",109,106,58214,"Trust ",34224,"http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1",137,"USA","R",9500000,2010,7
"3275",34,103,75078,"An Everlasting Piece ",1398,"http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1",26,"USA","R",14000000,2000,6.3
"3276",31,93,64359,"Among Giants ",811,"http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1",26,"UK","R",2500000,1998,5.9
"3277",141,112,317125,"Adore ",23334,"http://www.imdb.com/title/tt2103267/?ref_=fn_tt_tt_1",87,"Australia","R",16000000,2013,6.2
"3278",19,100,NA,"The Velocity of Gary ",1555,"http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1",40,"USA","R",4000000,1998,5
"3279",64,113,146402,"Mondays in the Sun ",9913,"http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1",38,"Spain","R",4000000,2002,7.7
"3280",187,106,144512310,"The Fast and the Furious ",272223,"http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1",988,"USA","PG-13",38000000,2001,6.7
"3281",215,98,18469,"Stake Land ",34263,"http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1",141,"USA","R",650000,2010,6.5
"3282",5,23,NA,"Sonny with a Chance ",7673,"http://www.imdb.com/title/tt1252374/?ref_=fn_tt_tt_1",47,"USA","TV-G",NA,NA,6.1
"3283",12,92,12836,"The Last Time I Committed Suicide ",1686,"http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1",28,"USA","R",4000000,1997,5.8
"3284",70,106,20262,"Futuro Beach ",1738,"http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1",10,"Brazil","Unrated",4000000,2014,6.1
"3285",46,119,NA,"Another Happy Day ",3297,"http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1",42,"USA","R",4000000,2011,6
"3286",135,99,NA,"A Lonely Place to Die ",22220,"http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1",97,"UK","R",4000000,2011,6.3
"3287",38,90,NA,"Nothing ",5137,"http://www.imdb.com/title/tt0298482/?ref_=fn_tt_tt_1",50,"Canada","R",NA,2003,6.3
"3288",8,120,NA,"The Geographer Drank His Globe Away ",2488,"http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1",3,"Russia",NA,4000000,2013,7.5
"3289",34,168,NA,"1776 ",6303,"http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1",129,"USA","PG",4000000,1972,7.6
"3290",36,93,4063,"Inescapable ",2086,"http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1",20,"Canada","R",4000000,2012,5.2
"3291",221,143,233630478,"Cast Away ",394317,"http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1",1051,"USA","PG-13",90000000,2000,7.7
