INDX_NR,INCIDENT_DATE ,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,RUNWAY,LOCATION,ENROUTE STATE,OPID,OPERATOR,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,OTHER_COST,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED,INDICATED_DAMAGE,DAMAGE_LEVEL,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SPECIES_ID,SPECIES,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,BIRDS_SEEN,BIRDS_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENT,SOURCE,PERSON,SINGLE_OR_MULTI_ENGINE,HOUR,MONTH_NAME,SPECIES_GENERALIZE,SPECIES_TYPE
773498,2015-06-04,6,2015,09:47,Day,KECG,ELIZABETH CITY CGAS/REGIONAL ARPT, 10,,,USCG,US COAST GUARD, C2001, ,C-130,561,12.0,1.0,,A  ,4.0,C,4.0,Climb,15.0,100.0,0.0,Overcast, Rain,,,,,,False,False,N,, Precautionary Landing,,NE1,Gulls,,True,False,No, , 2-10,Medium,,,XXXX-XX-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,,Multi-engine,9.0,June,Gulls,Flying animal
769233,2015-06-02,6,2015,18:28,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18C,,,AAL,AMERICAN AIRLINES, , 1908,B-757-200,148,26.0,37.0,37.0,A  ,4.0,D,2.0,Climb,,,0.0,Some Cloud, None,,,,,,False,False,N,PART NOT REPTD, None,,UNKB,Unknown bird,FLT CREW REPORTED STRIKING A BIRD ON T/O CLIMB FROM RWY 18C APPROX 200 FEET FROM DEPARTURE END THRESHOLD. A/C CONT TO DESTINATION. OPS INSPECTED RWY WITH NEGATIVE RESULTS.,True,False,Yes, 1, 1,,,,XXXX-X-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Airport Operations,Multi-engine,18.0,June,Unknown flying animal,Flying animal
708395,2015-06-02,6,2015,     ,,KGSO,PIEDMONT TRIAD INTL, 23L,,,BUS,BUSINESS, N278FJ, ,DA-900,300,11.0,19.0,1.0,A  ,3.0,D,3.0,Approach,,,4.0,,,,,,,,False,False,N,PART NOT REPORTED,,,UNKB,Unknown bird,"N278FJ HIT A SMALL FLOCK OF BIRDS ON A FOUR MILE FINAL TO RUNEWAY 23L, TYPE BIRD UNKNOWN, BUT REPORTED AS A SMALL BIRD. NO DAMAGE DONE.",False,False,Unknown, , 1,,,, /Legacy Record=XXX/,MOR,Tower,Multi-engine,,June,Unknown flying animal,Flying animal
767853,2015-05-29,5,2015,16:48,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18L,,,AAL,AMERICAN AIRLINES, N763US, 2052,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,100.0,,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,ID BY SMITHSONIAN. NO DNA IN SAMPLE. INSECT. FLT CREW REPTD SEEING & STRIKING A SML BIRD ON WINDSHLD ON FINAL APCH. LANDED W/O INCIDENT. KCLT ARPT OPS COLLECTED A TISSUE SAMPLE FROM THE A/C FOR ANALYSIS. NO DMG.,True,True,Yes, 1, 1,Small,,,"SOURCE = TWO XXXX-X (XXXX-X-X-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,16.0,May,Unknown flying animal,Flying animal
768202,2015-05-28,5,2015,13:30,Day,KILM,WILMINGTON INTL, 17,,,RPA,REPUBLIC AIRLINES, N106HQ, 4497,EMB-170,332,,22.0,4.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,STRUCK WINDSHIELD. NO DMG. HAVING MX CHECK THE A/C.,False,False,Unknown, , 1,Small,,,XXXX-X-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Airport Operations,Multi-engine,13.0,May,Unknown flying animal,Flying animal
768219,2015-05-28,5,2015,15:48,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18C,,,AAL,AMERICAN AIRLINES, N157UW, 620,A-321,04A,7.0,10.0,1.0,A  ,4.0,D,2.0,Approach,1500.0,170.0,5.0,Some Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,ID BY SMITHSONIAN. FLT CREW REPORTED SEEING AND STRIKING ONE SMALL BIRD ON THE NOSE/RADOME OF THE A/C. ON FIVE MILE FINAL APRCH. KCLT ARPT OPS COLLECTED TISSUE SAMPLE AND SENT TO SI FOR ID. NO DMG TO A/C.,True,True,Yes, 1, 1,Small,,,"SOURCE = TWO XXXX-X (XXXX-X-XX-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,15.0,May,Chimney swift,Land animal
767635,2015-05-27,5,2015,13:13,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,AAL,AMERICAN AIRLINES, N822AW, 1907,A-319,04A,6.0,23.0,1.0,A  ,4.0,D,2.0,Approach,300.0,135.0,,Overcast, None,,,,,,False,False,N,, None,,YI009,Cliff swallow,ID BY SMITHSONIAN. FLT CREW REPTD SEEING 1 AND STRIKING 1 BIRD ON NOSE/RADOME AT 300 FT AGL ON FINAL APCH. LANDED W/O INCIDENT. KCLT OPS COLLECTED A TISSUE SAMPLE FOR ANALYSIS. NO DMG.,True,True,Yes, 1, 1,Small,,,"SOURCE = THREE XXXX-X (XXXX-X-XX-XXXXXX, RX, X-X-XXXXXX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,13.0,May,Cliff swallow,Flying animal
708374,2015-05-26,5,2015,     ,,KRDU,RALEIGH-DURHAM INTL, ,,,EDV,ENDEAVOR AIR, , 710,GULFAERO IV,421,4.0,37.0,46.0,A  ,4.0,D,2.0,Approach,1000.0,,,,,,,,,,False,False,N,,,,UNKB,Unknown bird,"WHILE ON SHORT FINAL AT 1000, JPB710 TOOK A BIRDSTRIKE TO THE FUSELAGE JUST ABOVE THE WINDSHIELD. THE PILOT REPORTED A SINGLE BLACKBIRD STRIKING THE AIRCRAFT. SUBSEQUENTLY , THE PILOT REPORTED NO DAMAGE TO THE AIRCRAFT OR NO INJURIES. THE AIRCRAFT LANDED ",False,False,Unknown, , 1,,,, /Legacy Record=XX/,MOR,Tower,Multi-engine,,May,Unknown flying animal,Flying animal
767621,2015-05-25,5,2015,20:52,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,AAL,AMERICAN AIRLINES, N507AY, 1998,A-321,04A,7.0,23.0,1.0,A  ,4.0,D,2.0,Approach,800.0,,,Some Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,ID BY SMITHSONIAN. EVIDENCE OF STRIKE FOUND ABOVE WINDSHLD. AIRLINE CONFIRMED STRIKE OCCURRED AT 800 FT AGL ON APCH. CLT OPS COLLECTED A TISSUE SAMPLE FROM THE A/C FOR ANALYSIS. NO DMG.,True,True,Yes, , 1,Small,,,"SOURCE = TWO XXXX-X (XXXX-X-X-XXXXXX, RX) (X/XX/XXXX REVISED DATE FROM X/XX  TO X/XX PER ARPT NOTICE) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,20.0,May,Chimney swift,Land animal
768156,2015-05-24,5,2015,07:55,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,AAL,AMERICAN AIRLINES, N565UW, 1943,A-321,04A,7.0,23.0,1.0,A  ,4.0,D,2.0,Approach,200.0,145.0,,No Cloud, None,,,,,,False,False,N,, None,,ZX018,House finch,"ID BY SMITHSONIAN. BAG 1 AND BAG 2 = HOUSE FINCH. BAG3 = NO WILDLIFE MATERIAL FOUND IN THE SAMPLE, ONLY INSECT MATERIAL. ATIS WARNING. NO DMG. EVIDENCE FOUND IN 3 AREAS INDICATING 3 POSSIBLE STRIKES, ON THE WINDSHIELD, ON THE RT SIDE OF THE RADOME/NOSE, ON THE LT SIDE OF THE RADOME/NOSE. ARRIVAL RWY INSPN COMPLETED WITH NEGATIVE RESULTS.",True,True,Yes, , 2-10,Small,,,"SOURCE = FOUR XXXX-X (XXXX-X-XX-XXXXXX, RX,RX, X-X-XXXXXX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,7.0,May,House finch,Flying animal
767977,2015-05-24,5,2015,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,AAL,AMERICAN AIRLINES, N938UW, 867,B-757-200,148,26.0,37.0,37.0,A  ,4.0,D,2.0,Approach,,,,,,,,,,,False,False,N,,,,ZS010,Blackpoll warbler,ID BY SMITHSONIAN.FINAL APRCH. NO DMG. EVID OF STRIKE FOUND ON A/C LT WING ROTO FAIRING. INBOUND CREW HAD ALREADY DEPARTED. KCLT ARPT OPS COLLECTED TISSUE SAMPLE AND SUBMITTED TO SI FOR ID. ARRIVAL RWY INSPN COMPLETED WITH NEGATIVE RESULTS.  NO DMG TO A/C.,True,True,Unknown, , 1,Small,,,"SOURCE = THREE XXXX-X (XXXX-X-X-XXXXXX, X-XX-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,,May,Blackpoll warbler,Flying animal
767823,2015-05-23,5,2015,19:25,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,JIA,PSA AIRLINES, , 5073,CRJ700,188,16.0,22.0,4.0,A  ,4.0,D,2.0,Approach,,,,,,,,,,,False,False,N,PART NOT REPTD,,,UNKB,Unknown bird,JIA5073 RIC-CLT REPTD A BIRDSTRIKE ON FINAL APCH RWY 23. LANDED W/O INCIDENT. NO DMG REPTD.,False,False,Unknown, , 1,,,,XXXX-X-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,,Multi-engine,19.0,May,Unknown flying animal,Flying animal
767805,2015-05-23,5,2015,21:20,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18C,,,AAL,AMERICAN AIRLINES, N507AY, 1998,A-321,04A,7.0,23.0,1.0,A  ,4.0,D,2.0,Approach,500.0,,1.0,Some Cloud, None,,,,,,False,False,N,, None,,1C2105,Big brown bat,"ID BY SMITHSONIAN. A/C STRUCK 1 BIRD ON NOSE AT 500 FT AGL WHILE ON 1-MILE FINAL. LANDED W/O INCIDENT. KCLT ARPT OPS COLLECTED A TISSUE SAMPLE FROM A/C FOR ANALYSIS. NO DMG. (DATA ENTRY NOTE:A/C REG  REPTD AS N507AW, SHOULD BE N507AY)",True,True,Yes, , 1,Small,,,"SOURCE = TWO XXXX-X (XXXX-X-X-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,21.0,May,Big brown bat,Land animal
767804,2015-05-23,5,2015,19:17,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,AAL,AMERICAN AIRLINES, N103US, 2009,A-320,04A,3.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,0.5,No Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,"ID BY SMITHSONIAN. HIT BIRD ON NOSE 1/2 MILE FINAL. LANDED W/O INCIDENT. KCLT ARTP OPS COLLECTED A TISSUE SAMPLE FOR ANALYSIS. NO DMG. (DATA ENTRY NOTE: A/C REG REPTD AS N103AW, SHOULD BE N103 US)",True,True,Yes, , 1,Small,,,"SOURCE = TWO XXXX-X (XXXX-X-X-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,19.0,May,Chimney swift,Land animal
708366,2015-05-23,5,2015,     ,,KEWN,COASTAL CAROLINA REGIONAL ARPT, 32,,,PDT,PIEDMONT AIRLINES, , 4897,DHC8 DASH 8,303,10.0,31.0,10.0,A  ,3.0,C,2.0,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,PART NOT REPORTED,,,UNKB,Unknown bird,PDT4897 REPORTED A BIRD STRIKE WHICH OCCURED WHEN THE AIRCRAFT LANDED INITIALLY AT 1430. THE TIME HE REPORTED THIS TO ME WAS AT 1605 WHEN HE DEPARTED BACK TO CLT. WHEN ASKED WHERE HIS POSITION WAS WHEN IT OCCURED HE STATED THAT HE THOUGHT IT WAS ON RUNWAY,False,False,Unknown, , 1,,,, /Legacy Record=XX/,MOR,Tower,Multi-engine,,May,Unknown flying animal,Flying animal
767954,2015-05-22,5,2015,16:35,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,AAL,AMERICAN AIRLINES, N839AW, 2028,A-319,04A,6.0,23.0,1.0,A  ,4.0,D,2.0,Approach,500.0,170.0,1.0,No Cloud, None,,,,,,False,False,N,, None,,UNKB,Unknown bird,FLT CREW REPORTED SEEING AND STRIKING ONE BIRD WHILE ON ONE MILE FINAL APRCH. A/C LANDED W/O INCIDENT. EVID OF STRIKE SEEN ABOVE AND AFT OF THE COCKPIT WINDSHIELD. ARPT OPS WERE UNABLE TO COLLECT A SAMPLE FOR ID DUE TO THE LOCATION OF THE STRIKE. NO DMG REPORTED.,False,False,Yes, 1, 1,,,,"SOURCE = TWO XXXX-X (XXXX-X-XX-XXXXXX, X-X-XXXXXX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,16.0,May,Unknown flying animal,Flying animal
768096,2015-05-20,5,2015,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,AAL,AMERICAN AIRLINES, N659AW, 1717,A-320,04A,3.0,23.0,1.0,A  ,4.0,D,2.0,Climb,5000.0,250.0,10.0,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,,False,False,No, , 1,Small,,,XXXX-X-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Multi-engine,,May,Unknown flying animal,Flying animal
767962,2015-05-18,5,2015,21:42,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,AAL,AMERICAN AIRLINES, N172US, 894,A-321,04A,7.0,10.0,1.0,A  ,4.0,D,2.0,Approach,1000.0,150.0,,Some Cloud, None,,,,,,False,False,N,, None,,Y,Perching birds (y),ID BY SMITHSONIAN. TISSUE SAMPLE SENT TO SI. NO DMG.,True,True,Yes, 1, 1,Small,,,"SOURCE = TWO XXXX-X (XXXX-X-XX-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,21.0,May,Perching birds (y),Flying animal
767739,2015-05-17,5,2015,07:58,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,JIA,PSA AIRLINES, N572NN, 5083,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,50.0,,0.0,Some Cloud, None,,,,,,False,False,N,, None,,UNKB,Unknown bird,"ID BY SMITHSONIAN. NO WILDLIFE MATERIAL FOUND IN SAMPLE. ONLY INSECT MATERIAL. FLT CREW REPTD SEEING A FEW BIRDS (EXACT NUMBER NOT SPECIFIED, ASUME 2-10) AND STRIKING 1 JUST BEFORE T/D ON RWY 18R. LANDED W/O INCIDENT. REMAINS WERE FOUN ON L WING LEADING EDGE NEAR THE WING ROOT. ARPT OPS COLLECTED A TISSUE SAMPLE FOR ANALYSIS. INSPN OF ARRIVAL RWY WAS COMPLETED WITH NO EVIDENCE FOUND. NO DMG.",True,True,Yes, 2-10, 1,,,,"SOURCE = TWO XXXX-X (XXXX-X-XX-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,7.0,May,Unknown flying animal,Flying animal
768167,2015-05-16,5,2015,00:22,Night,KRDU,RALEIGH-DURHAM INTL, 23R,,,AAL,AMERICAN AIRLINES, N571UW, 1854,A-321,04A,7.0,23.0,1.0,A  ,4.0,D,2.0,Approach,1000.0,145.0,2.0,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,,False,False,No, 1, 1,Small,,,"SOURCE = FOUR XXXX-X (XXXX-X-XX-XXXXXX, XXXXXX, XXXXXX, ONE MAIL IN) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Pilot,Multi-engine,0.0,May,Unknown flying animal,Flying animal
768177,2015-05-16,5,2015,08:13,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,,,RPA,REPUBLIC AIRLINES, , 4517,EMB-170,332,,22.0,4.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,,,,,,,,False,False,,PART NOT REPTD,,,UNKB,Unknown bird,"F/O WINDSHIELD WIPER. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1.",False,False,Unknown, , 1,,,, /Legacy Record=XXXXXX/,Air Transport Report,Air Transport Operations,Multi-engine,8.0,May,Unknown flying animal,Flying animal
768170,2015-05-16,5,2015,     ,Night,KAVL,ASHEVILLE REGIONAL ARPT, 16,,,DAL,DELTA AIR LINES, N990DL, ,MD-88,583,37.0,34.0,10.0,A  ,4.0,D,2.0,Approach,5000.0,,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,"CREW LEFT BEFORE ARRIVAL. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",False,False,Unknown, 1, 1,Small,,,XXXX-X-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Multi-engine,,May,Unknown flying animal,Flying animal
768298,2015-05-16,5,2015,21:30,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,AAL,AMERICAN AIRLINES, N151UW, 1897,A-321,04A,7.0,10.0,1.0,A  ,4.0,D,2.0,Approach,2000.0,170.0,,No Cloud, None,,,,,,False,False,N,, None,,1C2101,Eastern red bat,ID BY SMITHSONIAN. FLT SAW AND STRUCK ONE SMALL BIRD ON THE NOSE OF THE A/C ON FINAL APRCH. A/C LANDED W/O INCIDENT. ARPT OPS PERSONNEL COLLECTED TISSUE SAMPLE FORM A/C AND SENT TO SI FOR ID. NO DMG TO A/C.,True,True,Yes, 1, 1,Small,,,"SOURCE = THREE XXXX-X (XXXX-X-XX-XXXXXX, RX,RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,21.0,May,Eastern red bat,Land animal
768529,2015-05-15,5,2015,     ,,KILM,WILMINGTON INTL, 6,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,2A,Turtles,UNKNOWN AS TO WHEN.  SMALL GREEN TURTLE.,True,False,Unknown, , 1,Large,,,XXXX-X-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Carcass Found,Multi-engine,,May,Turtles,Land animal
767711,2015-05-15,5,2015,21:54,Night,KRDU,RALEIGH-DURHAM INTL, 23R,,,SWA,SOUTHWEST AIRLINES, N621SW, 2245,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,Approach,1500.0,140.0,4.0,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,"ATIS WARNING. # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",False,False,Yes, 1, 1,Small,,,XXXX-X-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Tower,Multi-engine,21.0,May,Unknown flying animal,Flying animal
767653,2015-05-13,5,2015,20:30,Night,KILM,WILMINGTON INTL, 6,,,DAL,DELTA AIR LINES, N357NB, 1395,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,,Some Cloud, None,1.0,,,,,True,False,N,, None,,UNKB,Unknown bird,MECHANIC EN ROUTE (DATA ENTRY NOTE: CHECKING WITH DAL FOR DMG INFO. THEY REPLIED EVIDENCE FOUND IN #1 ENG ON POST FLT INSPN. IN FAN SECTION. CONTRACT MX INSPCTD AIRFRAME & ENGINES. NO DMG NOTED. CLEANED DEBRIS.),False,False,Unknown, , 1,,,,"SOURCE = TWO XXXX-X (XXXX-X-XX-XXXXXX, RX) (XX/XX/XXXX UPDATED AOS) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,20.0,May,Unknown flying animal,Flying animal
768498,2015-05-13,5,2015,     ,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,Z6007,American robin,ID BY SMITHSONIAN.  SMALL BIRD CARCASS FOUND ON RWY 36C AT TWY E9.  FEATHER SAMPLE COLLECTED AND SENT TO SMITHSONIAN FOR ANALYSIS.  8:00 AM DAY,True,True,Unknown, , 1,Small,,,"SOURCE= TWO XXXX-X (XXXX-X-XX-XXXXXX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Carcass Found,Multi-engine,,May,American robin,Flying animal
767598,2015-05-11,5,2015,21:15,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,AAL,AMERICAN AIRLINES, N572UW, 1854,A-321,04A,7.0,23.0,1.0,A  ,4.0,D,2.0,Approach,7000.0,135.0,18.0,Some Cloud, None,,,,,,False,False,N,, None,,ZD102,Cedar waxwing,ID BY SMITHSONIAN. FLT CREW REPTD STRIKING A BIRD AT 7000 FT AGL APPROX 15-20 MILES FROM KCLT WHILE ON DESCENT/APPROACH. A/C LANDED W/O INCIDENT. TISSUE REMAINS WERE FOUND JUST AFT OF THE F/O'S SIDE WINDOW ON THE FUSELAGE. KCLT ARPT OPS COLLECTED A TISSUE SAMPLE FOR ANALYSIS. NO DMG. ATIS WARNING.,True,True,Yes, 1, 1,Small,,,"SOURCE = THREE XXXX-X (XXXX-X-XX-XXXXXX, RX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,21.0,May,Cedar waxwing,Land animal
767565,2015-05-09,5,2015,11:45,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,AWI,AIR WISCONSIN AIRLINES, N463AW, 3961,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Approach,50.0,140.0,0.0,No Cloud, None,,,,,,False,False,N,, None,,YI005,Barn swallow,ID BY SMITHSONIAN. FLT CREW RETD SEEING & STRIKING A SML BIRD ON  WINDSHLD AT 50 FT ON SHORT FINAL APCH TO 36L. LANDED W/O INCIDENT. ARPT OPS COLLECTED A TISSUE SAMPLE FROM THE A/C FOR ANALYSIS. INSPN OF RWY FOUND NO REMAINS. NO DMG.,True,True,Yes, 1, 1,Small,,,"SOURCE = THREE XXXX-X (XXXX-X-XX-XXXXXX, RX, X-XX-XXXXX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,11.0,May,Barn swallow,Flying animal
767571,2015-05-09,5,2015,16:55,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,AAL,AMERICAN AIRLINES, N830AW, 896,A-319,04A,6.0,23.0,1.0,A  ,4.0,D,2.0,Approach,50.0,140.0,0.0,Some Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,ID BY SMITHSONIAN. NO DMG.,True,True,No, 2-10, 1,Small,,,"SOURCE = THREE XXXX-X (XXXX-X-XX-XXXXXX, RX, RX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Pilot,Multi-engine,16.0,May,Chimney swift,Land animal
708329,2015-05-09,5,2015,     ,,KGSO,PIEDMONT TRIAD INTL, ,,,AWI,AIR WISCONSIN AIRLINES, , 3889,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Approach,,,,,,,,,,,False,False,N,,,,UNKB,Unknown bird,AWI3889 CHECKED IN ON THE VISUAL. AFTER HE WAS CLEARED TO LAND HE ADVISED THAT THEY JUST HAD A BIRD STRIKE ON THE CAPTIANS SIDE ON THE PLANE.,False,False,Unknown, , 1,,,, /Legacy Record=XX/,MOR,Tower,Multi-engine,,May,Unknown flying animal,Flying animal
767533,2015-05-07,5,2015,10:29,Day,KILM,WILMINGTON INTL, 6,,,JIA,PSA AIRLINES, N564NN, 5277,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,Overcast, Rain,,,,,,False,False,N,,,,UNKBS,Unknown bird - small,NO DMG. PILOT ADVISED SML BIRD. UNABLE TO LOCATE REMAINS.,False,False,Unknown, , 1,Small,,,XXXX-X-X-XXXXG /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Airport Operations,Multi-engine,10.0,May,Unknown flying animal,Flying animal
767873,2015-05-04,5,2015,22:30,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18L,,,AAL,AMERICAN AIRLINES, N155US, 1818,A-321,04A,7.0,10.0,1.0,A  ,4.0,D,2.0,Climb,6000.0,250.0,15.0,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,NO DMG. LOCATION REPORTED AS 15 MILES WEST.,False,False,Unknown, , 1,Small,,,XXXX-X-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Multi-engine,22.0,May,Unknown flying animal,Flying animal
767969,2015-05-04,5,2015,23:50,Night,KAVL,ASHEVILLE REGIONAL ARPT, 16,,,DAL,DELTA AIR LINES, N352NB, ,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,100.0,,,Overcast, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,FINAL APRCH. F/O NOTICED A FLASH IN THE LANDING LIGHTS. OBSERVED BLOOD ON WING AND FUSLEAGE UPON LANDING. LAST FLT OF THE NIGHT.,False,False,No, , 1,Medium,,,XXXX-X-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Airport Operations,Multi-engine,23.0,May,Unknown flying animal,Flying animal
768310,2015-05-04,5,2015,00:45,Night,KRDU,RALEIGH-DURHAM INTL, 23L,,,SWA,SOUTHWEST AIRLINES, N932WN, 2418,B-737-700,148,42.0,10.0,1.0,A  ,4.0,D,2.0,Approach,2000.0,137.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,NO VISIBLE DMG.,False,False,Yes, 1, 1,Small,,,"SOURCE = TWO XXXX-X (XXXX-X-X-XXXXXX, ONE MAIL IN) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Pilot,Multi-engine,0.0,May,Unknown flying animal,Flying animal
767874,2015-05-04,5,2015,09:46,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,AAL,AMERICAN AIRLINES, N177US, 466,A-321,04A,7.0,10.0,1.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,No Cloud, None,,,,,,False,False,N,, None,,ZV001,Scarlet tanager,ID BY SMITHSONIAN. ENCOUNTERED A BIRDSTRIKE ON LANDING RWY 18R. A/C LANDED W/O INCIDENT. KCLT OPS COLLECTED A TISSUE SAMPLE WHICH WAS SENT TO SI FOR ID. INSPN OF ARRIVAL RWY COMPLETED WITH NEGATIVE RESULTS. NO DMG.,True,True,Yes, , 1,Small,,,"SOURCE = THREE XXXX-X (XXXX-X-XX-XXXXXX, RX, X-XX-XXXXXX) /Legacy Record=XXXXXX/",FAA Form 5200-7-E,Airport Operations,Multi-engine,9.0,May,Scarlet tanager,Flying animal
